주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,673","5,343","5,502","10,235","10,652"
영업이익,285,129,214,122,508
영업이익(발표기준),285,129,214,122,508
세전계속사업이익,254,213,416,179,583
당기순이익,188,139,312,123,414
  당기순이익(지배),188,139,312,114,400
  당기순이익(비지배),,,0,9,14
자산총계,"37,788","37,588","41,395","53,594","63,714"
부채총계,"33,418","32,173","35,693","47,788","57,527"
자본총계,"4,370","5,415","5,702","5,807","6,187"
  자본총계(지배),"4,370","5,415","5,701","5,751","6,079"
  자본총계(비지배),,,0,55,108
자본금,"1,620","2,383","2,383","2,383","2,383"
영업활동현금흐름,-81,"-2,353","-1,992","-3,810","-5,657"
투자활동현금흐름,-367,6,-484,-280,-686
재무활동현금흐름,220,"2,493","2,203","4,466","6,849"
CAPEX,129,45,34,64,81
FCF,,,,,
이자발생부채,"8,578","7,752","9,532","11,760","17,705"
영업이익률,6.10,2.42,3.89,1.20,4.77
순이익률,4.03,2.61,5.67,1.20,3.89
ROE(%),4.42,2.85,5.62,1.99,6.77
ROA(%),0.49,0.37,0.79,0.24,0.68
부채비율,764.75,594.12,626.02,822.97,929.84
자본유보율,172.01,128.85,140.87,152.78,175.53
EPS(원),55,39,66,24,84
PER(배),19.77,16.92,9.26,33.58,11.90
BPS(원),"1,309","1,164","1,226","1,317","1,448"
PBR(배),0.82,0.57,0.50,0.61,0.69
현금DPS(원),0,10,10,10,15
현금배당수익률,0.00,1.52,1.65,1.25,1.50
현금배당성향(%),0.00,33.49,14.96,38.56,15.80
발행주식수(보통주),"341,252,638","472,590,171","472,590,171","472,590,171","472,590,171"
