주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,454,343,342,364,482
영업이익,-97,-114,-54,29,138
영업이익(발표기준),-97,-114,-54,29,138
세전계속사업이익,-49,-108,-47,29,101
당기순이익,-44,-94,-80,25,90
  당기순이익(지배),-46,-99,-81,25,90
  당기순이익(비지배),2,5,0,0,0
자산총계,"8,565","4,998","4,714","5,133","5,825"
부채총계,"7,162","3,923","3,184","3,400","3,877"
자본총계,"1,402","1,075","1,530","1,733","1,948"
  자본총계(지배),"1,387",986,"1,525","1,729","1,948"
  자본총계(비지배),15,90,5,5,0
자본금,650,520,974,974,988
영업활동현금흐름,"-1,133","1,491",149,294,-847
투자활동현금흐름,92,7,-41,6,546
재무활동현금흐름,"1,289","-1,705",-283,-301,283
CAPEX,3,,28,7,2
FCF,,,,,
이자발생부채,"1,247","1,092","1,189","1,148","1,260"
영업이익률,-21.27,-33.36,-15.81,7.92,28.62
순이익률,-9.74,-27.40,-23.50,6.86,18.63
ROE(%),-3.28,-8.32,-6.42,1.54,4.88
ROA(%),-0.65,-1.46,-1.66,0.51,1.64
부채비율,510.75,364.78,208.12,196.14,199.06
자본유보율,120.89,113.46,60.61,81.47,100.61
EPS(원),-78,-195,-93,26,93
PER(배),N/A,N/A,N/A,40.66,12.58
BPS(원),"2,853","2,027","1,622","1,838","2,041"
PBR(배),0.40,0.90,0.82,0.58,0.57
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"50,693,589","50,693,589","96,108,437","96,108,437","97,505,815"
