주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"9,003","9,455","8,699","8,324","11,291"
영업이익,-120,61,-97,100,193
영업이익(발표기준),-120,61,-97,100,193
세전계속사업이익,"2,042",6,-500,626,-115
당기순이익,"2,231",-68,-631,482,-387
  당기순이익(지배),"2,306",-90,-629,485,-609
  당기순이익(비지배),-74,21,-2,-3,222
자산총계,"11,141","10,928","10,324","11,017","16,524"
부채총계,"7,105","6,414","6,451","6,157","11,915"
자본총계,"4,036","4,514","3,873","4,860","4,609"
  자본총계(지배),"4,303","4,762","4,125","5,044","4,581"
  자본총계(비지배),-267,,-252,-184,28
자본금,"2,262","2,262","2,262","2,262","2,262"
영업활동현금흐름,102,-509,-235,262,-223
투자활동현금흐름,"3,655",710,-151,-167,784
재무활동현금흐름,"-3,639",-112,392,4,-922
CAPEX,41,69,147,301,243
FCF,61,-578,-382,-39,-466
이자발생부채,"3,316","3,593","3,695","3,978","8,755"
영업이익률,-1.34,0.65,-1.11,1.21,1.71
순이익률,24.79,-0.72,-7.25,5.79,-3.43
ROE(%),73.02,-1.98,-14.15,10.57,-12.67
ROA(%),20.08,-0.62,-5.94,4.51,-2.81
부채비율,176.03,142.10,166.55,126.68,258.52
자본유보율,505.56,518.50,489.92,514.43,493.58
EPS(원),"7,009",-198,"-1,390","1,072","-1,347"
PER(배),0.55,N/A,N/A,2.91,N/A
BPS(원),"12,955","14,335","12,385","14,351","12,567"
PBR(배),0.30,0.29,0.28,0.22,0.36
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"45,235,478","45,235,478","45,235,478","45,235,478","45,235,478"
