주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,865","1,633","2,630","2,059","1,864"
영업이익,38,-30,-3,52,69
영업이익(발표기준),38,-30,-3,52,69
세전계속사업이익,-33,-25,-367,43,92
당기순이익,-82,-139,-343,28,75
  당기순이익(지배),-82,-139,-344,27,74
  당기순이익(비지배),0,0,0,0,0
자산총계,"2,598","2,053","1,999","1,678","2,482"
부채총계,"1,206",802,"1,092",773,"1,529"
자본총계,"1,392","1,251",906,906,953
  자본총계(지배),"1,391","1,244",900,899,946
  자본총계(비지배),0,,6,7,7
자본금,59,59,59,59,59
영업활동현금흐름,-158,143,-65,154,34
투자활동현금흐름,18,-22,-85,18,-304
재무활동현금흐름,-2,-159,70,-153,288
CAPEX,110,25,29,23,12
FCF,-268,118,-95,131,22
이자발생부채,527,377,460,334,"1,047"
영업이익률,1.31,-1.82,-0.12,2.50,3.68
순이익률,-2.88,-8.52,-13.06,1.35,4.00
ROE(%),-5.77,-10.55,-32.05,3.04,8.05
ROA(%),-3.25,-5.98,-16.95,1.51,3.59
부채비율,86.67,64.14,120.51,85.31,160.47
자본유보율,"2,352.66","2,107.32","1,525.76","1,557.29","1,661.92"
EPS(원),-697,"-1,176","-2,905",231,627
PER(배),N/A,N/A,N/A,17.68,8.27
BPS(원),"11,762","10,520","7,609","8,029","8,724"
PBR(배),0.49,0.42,0.52,0.51,0.59
현금DPS(원),0,0,80,100,120
현금배당수익률,0.00,0.00,2.01,2.45,2.31
현금배당성향(%),0.00,0.00,-2.75,40.96,17.53
발행주식수(보통주),"11,828,858","11,828,858","11,828,858","11,828,858","11,828,858"
