주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"123,355","109,845","16,604","15,661","23,854","49,272","50,402","55,793"
영업이익,"5,459","8,454","1,360","1,190","2,219","2,406","4,668","5,816"
영업이익(발표기준),"5,459","8,454","1,360","1,190","2,219",,,
세전계속사업이익,"6,753","8,944","2,693",444,"8,679","4,988","8,759","8,526"
당기순이익,"5,080","6,781","7,103","5,727","8,750","3,834","6,736","6,566"
  당기순이익(지배),"4,905","6,464","6,650","5,050","8,654","3,768","6,718","6,490"
  당기순이익(비지배),175,317,453,677,96,,,
자산총계,"134,025","128,337","134,452","139,019","83,230","120,602","144,704","168,993"
부채총계,"77,081","67,835","67,085","106,905","37,927","71,370","88,312","105,745"
자본총계,"56,943","60,502","67,367","32,113","45,302","49,233","56,392","63,248"
  자본총계(지배),"50,643","53,900","59,373","25,931","39,332","42,904","49,416","55,706"
  자본총계(비지배),"6,301",,"7,994","6,183","5,970",,,
자본금,"2,185","2,185","2,185","2,185","1,387","1,388","1,388","1,388"
영업활동현금흐름,"4,376","11,045","9,522","13,662","3,008","-1,154","4,644","3,286"
투자활동현금흐름,"-2,374","-3,808","-1,373","-14,751","-1,752","-9,322","2,422","1,662"
재무활동현금흐름,"1,539","-5,256","-3,868","3,689","4,977","30,256","16,456","16,456"
CAPEX,"2,360","1,485","1,685","4,302","1,465","27,000","2,000","2,000"
FCF,"2,017","9,560","7,837","9,359","1,543","-13,911","4,626","4,812"
이자발생부채,"31,545","26,594","27,166","23,834","29,655",,,
영업이익률,4.42,7.70,8.19,7.60,9.30,4.88,9.26,10.42
순이익률,4.12,6.17,42.78,36.56,36.68,7.78,13.36,11.77
ROE(%),10.14,12.37,11.74,11.84,26.52,9.16,14.55,12.35
ROA(%),3.94,5.17,5.41,4.19,7.87,3.76,5.08,4.19
부채비율,135.37,112.12,99.58,332.90,83.72,144.96,156.60,167.19
자본유보율,"2,259.89","2,440.21","2,685.75","2,917.79","5,309.50",,,
EPS(원),"12,707","16,746","17,228","13,082","41,528","16,644","29,671","28,664"
PER(배),6.48,6.12,5.25,6.34,1.47,3.76,2.11,2.18
BPS(원),"131,198","139,638","153,815","67,178","173,922","189,716","218,514","246,325"
PBR(배),0.63,0.73,0.59,1.24,0.35,0.33,0.29,0.25
현금DPS(원),"1,000","1,700","1,300","1,300","1,900","1,900","1,900","1,900"
현금배당수익률,1.21,1.66,1.44,1.57,3.12,3.04,3.04,3.04
현금배당성향(%),7.91,10.18,7.57,9.97,4.97,10.57,5.93,6.13
발행주식수(보통주),"34,800,000","34,800,000","34,800,000","34,800,000","20,955,884",,,
