주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,127","3,728","4,022","3,464","4,027"
영업이익,97,112,215,89,198
영업이익(발표기준),97,112,215,89,198
세전계속사업이익,45,84,239,-166,237
당기순이익,31,48,171,-172,168
  당기순이익(지배),32,50,173,-162,172
  당기순이익(비지배),0,-3,-1,-10,-4
자산총계,"2,071","2,124","2,654","2,796","3,399"
부채총계,"1,690","1,721","2,024","2,128","2,522"
자본총계,381,403,631,668,877
  자본총계(지배),378,401,630,673,869
  자본총계(비지배),3,,0,-6,8
자본금,90,90,90,90,90
영업활동현금흐름,141,152,154,81,-8
투자활동현금흐름,-98,-210,-231,-218,-132
재무활동현금흐름,-16,26,147,157,327
CAPEX,113,43,174,185,226
FCF,28,109,-20,-104,-233
이자발생부채,795,827,986,"1,128","1,482"
영업이익률,3.10,3.01,5.35,2.56,4.92
순이익률,1.00,1.28,4.26,-4.97,4.16
ROE(%),8.60,12.93,33.47,-24.87,22.29
ROA(%),1.54,2.28,7.17,-6.31,5.41
부채비율,443.61,427.59,320.90,318.71,287.66
자본유보율,116.18,154.21,308.33,154.23,334.37
EPS(원),176,280,959,-901,955
PER(배),9.72,8.52,3.82,N/A,4.58
BPS(원),"2,100","2,229","3,503","3,741","4,826"
PBR(배),0.81,1.07,1.04,0.69,0.91
현금DPS(원),50,50,60,30,50
현금배당수익률,2.92,2.10,1.64,1.17,1.14
현금배당성향(%),28.42,17.87,6.26,-3.33,5.24
발행주식수(보통주),"18,000,000","18,000,000","18,000,000","18,000,000","18,000,000"
