주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,249,219,219,163,147
영업이익,3,0,1,-6,-5
영업이익(발표기준),3,0,1,-6,-5
세전계속사업이익,10,4,6,0,1
당기순이익,8,4,5,0,1
  당기순이익(지배),8,4,5,0,1
  당기순이익(비지배),,,,,
자산총계,411,383,382,383,374
부채총계,85,61,60,67,61
자본총계,326,322,322,316,313
  자본총계(지배),326,322,322,316,313
  자본총계(비지배),,,,,
자본금,38,38,38,38,38
영업활동현금흐름,-7,9,15,5,6
투자활동현금흐름,2,7,-7,-8,0
재무활동현금흐름,-17,-15,-7,3,-4
CAPEX,1,0,,0,2
FCF,-7,9,15,5,5
이자발생부채,12,2,0,10,10
영업이익률,1.04,0.21,0.31,-3.93,-3.34
순이익률,3.32,1.63,2.46,-0.16,0.55
ROE(%),2.54,1.10,1.67,-0.08,0.26
ROA(%),1.93,0.90,1.41,-0.07,0.22
부채비율,26.21,19.06,18.61,21.11,19.49
자본유보율,769.26,768.43,768.21,752.96,745.42
EPS(원),109,47,71,-4,11
PER(배),31.85,111.20,56.86,N/A,544.24
BPS(원),"4,444","4,392","4,391","4,312","4,273"
PBR(배),0.78,1.19,0.92,0.93,1.36
현금DPS(원),80,70,85,50,55
현금배당수익률,2.31,1.34,2.11,1.25,0.95
현금배당성향(%),70.96,144.15,115.72,"-1,366.53",496.26
발행주식수(보통주),"7,600,000","7,600,000","7,600,000","7,600,000","7,600,000"
