주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,520,728,809,946,"1,021"
영업이익,81,12,78,158,233
영업이익(발표기준),81,12,78,158,233
세전계속사업이익,66,-99,-55,51,116
당기순이익,43,-120,-76,38,87
  당기순이익(지배),67,-6,-5,68,59
  당기순이익(비지배),-24,-114,-70,-30,28
자산총계,"5,002","4,402","4,515","4,497","4,515"
부채총계,"3,933","3,486","3,721","3,693","3,668"
자본총계,"1,068",916,794,804,847
  자본총계(지배),659,623,574,614,628
  자본총계(비지배),409,,219,191,219
자본금,46,46,46,46,46
영업활동현금흐름,33,-113,114,190,264
투자활동현금흐름,-255,403,-39,-65,-27
재무활동현금흐름,356,-369,-53,-91,-96
CAPEX,44,63,27,46,62
FCF,-10,-176,87,143,202
이자발생부채,"2,535","2,192","2,403","2,395","2,363"
영업이익률,15.62,1.69,9.68,16.68,22.86
순이익률,8.29,-16.53,-9.34,4.02,8.51
ROE(%),10.42,-0.93,-0.88,11.49,9.52
ROA(%),1.50,-2.56,-1.69,0.84,1.93
부채비율,368.17,380.62,468.69,459.12,432.99
자본유보율,"1,409.78","1,471.69","1,405.91","1,500.69","1,564.25"
EPS(원),914,-81,-71,925,801
PER(배),6.93,N/A,N/A,9.09,12.73
BPS(원),"9,549","9,285","8,825","9,430","9,654"
PBR(배),0.66,0.63,0.70,0.89,1.06
현금DPS(원),350,350,350,350,350
현금배당수익률,5.52,5.94,5.70,4.16,3.43
현금배당성향(%),35.79,-394.07,-433.82,33.37,38.54
발행주식수(보통주),"7,378,526","7,378,526","7,378,526","7,378,526","7,378,526"
