주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,507","1,942","1,682","1,697","1,825"
영업이익,77,351,95,40,56
영업이익(발표기준),77,351,95,40,56
세전계속사업이익,149,"1,911",-14,-83,38
당기순이익,111,"1,457",-74,-101,-28
  당기순이익(지배),111,"1,457",-74,-72,-9
  당기순이익(비지배),,0,0,-29,-19
자산총계,"2,362","4,936","3,885","4,010","3,974"
부채총계,249,802,620,"1,298","1,174"
자본총계,"2,113","4,134","3,265","2,712","2,801"
  자본총계(지배),"2,113","4,134","3,262","2,585","2,696"
  자본총계(비지배),,,2,127,105
자본금,223,244,318,333,364
영업활동현금흐름,86,68,-234,7,265
투자활동현금흐름,-74,350,181,130,47
재무활동현금흐름,-180,345,-575,282,-275
CAPEX,45,37,35,19,8
FCF,41,31,-269,-12,257
이자발생부채,0,0,21,215,16
영업이익률,5.09,18.09,5.67,2.37,3.08
순이익률,7.36,75.00,-4.42,-5.96,-1.53
ROE(%),5.21,46.64,-2.00,-2.46,-0.35
ROA(%),4.68,39.91,-1.69,-2.56,-0.70
부채비율,11.80,19.39,19.00,47.85,41.90
자본유보율,967.31,"1,481.63","1,062.92",842.08,747.38
EPS(원),152,"1,994",-101,-101,-13
PER(배),104.65,10.87,N/A,N/A,N/A
BPS(원),"2,953","5,658","4,629","3,775","3,938"
PBR(배),5.38,3.83,2.83,7.44,3.28
현금DPS(원),122,134,174,91,100
현금배당수익률,0.77,0.62,1.33,0.32,0.78
현금배당성향(%),77.65,6.71,-164.46,-86.42,-746.81
발행주식수(보통주),"73,065,241","73,065,240","73,065,241","71,063,049","71,063,049"
