주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"7,682","8,792","12,016","11,158","11,386","13,862","16,084","17,598"
영업이익,585,403,854,625,71,796,"1,092","1,330"
영업이익(발표기준),585,403,854,625,71,,,
세전계속사업이익,528,231,781,487,22,807,"1,111","1,354"
당기순이익,416,171,652,415,-68,634,867,"1,071"
  당기순이익(지배),415,172,624,401,-65,622,856,"1,051"
  당기순이익(비지배),2,-1,27,14,-3,,,
자산총계,"6,268","7,605","9,789","11,550","13,303","13,448","14,272","16,448"
부채총계,"3,653","4,773","6,114","6,175","7,798","7,482","7,564","8,370"
자본총계,"2,615","2,831","3,675","5,375","5,504","5,966","6,708","8,078"
  자본총계(지배),"2,580","2,798","3,486","5,178","5,365","5,790","6,514","7,884"
  자본총계(비지배),35,,189,196,139,,,
자본금,151,303,303,303,303,302,302,302
영업활동현금흐름,322,429,693,777,-83,"1,468","1,627","1,278"
투자활동현금흐름,-968,"-1,045",-738,"-1,009","-1,198",-920,-849,-920
재무활동현금흐름,341,741,146,"2,024",475,-32,260,-282
CAPEX,"1,113","1,098",681,833,947,747,653,715
FCF,-791,-668,12,-57,"-1,030",120,630,530
이자발생부채,"2,131","3,039","3,564","3,922","5,091",,,
영업이익률,7.62,4.58,7.11,5.60,0.62,5.74,6.79,7.56
순이익률,5.42,1.94,5.42,3.72,-0.60,4.58,5.39,6.09
ROE(%),18.41,6.39,19.87,9.26,-1.24,11.14,13.92,14.59
ROA(%),7.83,2.46,7.50,3.89,-0.55,4.74,6.25,6.97
부채비율,139.71,168.59,166.38,114.89,141.68,125.42,112.76,103.60
자본유보율,"1,699.13",854.29,"1,047.19","1,174.04","1,138.81",,,
EPS(원),750,284,"1,031",662,-108,"1,026","1,413","1,734"
PER(배),15.99,37.53,16.43,21.44,N/A,14.23,10.33,8.42
BPS(원),"4,262","4,621","5,759","8,554","8,858","9,558","10,753","13,015"
PBR(배),2.82,2.30,2.94,1.66,1.90,1.53,1.36,1.12
현금DPS(원),18,35,45,45,45,65,82,100
현금배당수익률,0.15,0.33,0.27,0.32,0.27,0.45,0.56,0.68
현금배당성향(%),2.56,12.33,4.36,6.79,-41.84,6.34,5.78,5.77
발행주식수(보통주),"60,536,670","60,536,670","60,536,670","60,536,670","60,570,805",,,
