주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"8,907","8,865","7,984","7,358","10,412","11,758","12,563","13,906"
영업이익,637,579,754,907,"1,399","1,581","1,768","1,904"
영업이익(발표기준),637,579,754,907,"1,399",,,
세전계속사업이익,764,352,521,560,"1,295","1,442","1,637","1,777"
당기순이익,435,131,411,441,"1,062","1,143","1,289","1,368"
  당기순이익(지배),430,131,411,440,"1,062","1,143","1,255","1,367"
  당기순이익(비지배),5,0,0,0,-1,,,
자산총계,"18,523","17,241","17,604","19,615","22,950","22,964","24,272","26,918"
부채총계,"9,186","8,589","8,743","10,746","12,805","11,811","11,881","13,802"
자본총계,"9,337","8,652","8,861","8,869","10,145","11,153","12,058","13,116"
  자본총계(지배),"9,337","8,652","8,861","8,868","10,124","11,231","12,598",
  자본총계(비지배),0,,0,1,21,,,
자본금,551,551,551,551,551,551,551,551
영업활동현금흐름,526,8,457,232,847,"1,483","1,645","1,506"
투자활동현금흐름,20,372,44,-525,-554,-494,-532,-788
재무활동현금흐름,-297,-772,-236,577,-48,-333,-406,-209
CAPEX,275,278,229,102,221,230,287,192
FCF,250,-270,228,130,626,997,"1,114",718
이자발생부채,"6,436","5,896","6,482","8,371","9,394",,,
영업이익률,7.15,6.54,9.45,12.33,13.44,13.44,14.08,13.69
순이익률,4.89,1.48,5.14,5.99,10.20,9.72,10.26,9.84
ROE(%),4.64,1.46,4.69,4.97,11.19,10.71,10.54,
ROA(%),2.31,0.73,2.36,2.37,4.99,4.98,5.46,5.34
부채비율,98.38,99.27,98.67,121.16,126.22,105.90,98.53,105.23
자본유보율,"1,739.11","1,640.99","1,647.92","1,687.68","1,831.98",,,
EPS(원),"3,982","1,214","3,918","4,206","10,146","10,915","11,987","13,054"
PER(배),15.75,36.05,11.72,8.89,4.52,3.67,3.34,3.07
BPS(원),"87,515","82,464","84,613","87,631","102,145","113,315","127,107",
PBR(배),0.72,0.53,0.54,0.43,0.45,0.35,0.32,
현금DPS(원),"1,350","2,000","2,000","2,000","2,000","2,000","2,000","2,000"
현금배당수익률,2.15,4.57,4.36,5.35,4.36,4.99,4.99,4.99
현금배당성향(%),33.48,160.41,51.01,45.95,18.66,18.32,16.68,15.32
발행주식수(보통주),"10,802,691","10,802,691","10,472,070","10,472,070","10,472,070",,,
