주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"4,381","4,508","4,510","4,536","4,680"
영업이익,111,90,138,90,144
영업이익(발표기준),111,90,138,90,144
세전계속사업이익,106,101,127,100,328
당기순이익,83,79,92,74,249
  당기순이익(지배),83,79,92,74,249
  당기순이익(비지배),,,,,
자산총계,"2,238","2,292","3,118","2,943","3,694"
부채총계,626,690,"1,436","1,269","1,776"
자본총계,"1,612","1,602","1,683","1,674","1,917"
  자본총계(지배),"1,612","1,602","1,683","1,674","1,917"
  자본총계(비지배),,,,,
자본금,174,174,174,174,174
영업활동현금흐름,152,53,366,224,490
투자활동현금흐름,144,-93,-210,44,-271
재무활동현금흐름,-27,-27,-217,-237,-231
CAPEX,17,13,37,16,934
FCF,135,41,329,208,-444
이자발생부채,0,0,773,515,828
영업이익률,2.53,1.99,3.05,1.98,3.08
순이익률,1.90,1.75,2.04,1.63,5.33
ROE(%),5.23,4.92,5.60,4.40,13.89
ROA(%),3.74,3.49,3.40,2.44,7.52
부채비율,38.80,43.05,85.31,75.81,92.63
자본유보율,863.22,868.14,911.30,916.07,"1,058.06"
EPS(원),240,227,264,212,717
PER(배),12.61,10.77,8.70,12.13,3.54
BPS(원),"4,767","4,737","4,975","5,063","5,908"
PBR(배),0.63,0.52,0.46,0.51,0.43
현금DPS(원),80,80,90,80,100
현금배당수익률,2.65,3.27,3.91,3.11,3.94
현금배당성향(%),32.46,34.25,33.08,35.91,13.01
발행주식수(보통주),"34,802,000","34,802,000","34,802,000","34,802,000","34,802,000"
