주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"613,963","613,417","623,062","580,579","747,216","829,826","869,056","927,182"
영업이익,"24,685","27,033","24,361","39,051","38,638","48,353","52,192","56,667"
영업이익(발표기준),"24,685","27,033","24,361","39,051","38,638",,,
세전계속사업이익,"25,581","20,086","5,286","33,433","35,434","46,338","50,569","56,111"
당기순이익,"18,695","14,728","1,799","20,638","14,150","33,451","35,688","38,938"
  당기순이익(지배),"17,258","12,401",313,"19,683","10,317","30,713","33,131","35,586"
  당기순이익(비지배),"1,437","2,327","1,487",955,"3,833",,,
자산총계,"412,210","443,284","448,599","482,042","534,815","576,730","620,944","666,042"
부채총계,"265,473","280,215","284,347","306,621","333,834","342,869","352,715","361,869"
자본총계,"146,737","163,069","164,251","175,421","200,980","233,860","268,229","304,174"
  자본총계(지배),"132,243","142,533","143,301","154,375","172,306","201,905","234,001","268,086"
  자본총계(비지배),"14,494",,"20,951","21,046","28,674",,,
자본금,"9,042","9,042","9,042","9,042","9,042","9,040","9,040","9,041"
영업활동현금흐름,"21,663","45,416","36,892","46,286","26,774","61,035","64,473","72,408"
투자활동현금흐름,"-25,829","-44,203","-20,833","-23,145","-24,655","-26,259","-27,653","-30,030"
재무활동현금흐름,"8,408","8,193","-11,170","-9,939","-2,823","-4,969","-5,946","-6,258"
CAPEX,"25,755","31,665","20,721","22,819","26,481","25,856","26,887","30,531"
FCF,"-4,093","13,751","16,170","23,467",293,"30,839","34,703","34,840"
이자발생부채,"94,505","109,012","112,588","107,818","108,870",,,
영업이익률,4.02,4.41,3.91,6.73,5.17,5.83,6.01,6.11
순이익률,3.04,2.40,0.29,3.55,1.89,4.03,4.11,4.20
ROE(%),13.69,9.03,0.22,13.23,6.32,16.41,15.20,14.17
ROA(%),4.73,3.44,0.40,4.44,2.78,6.02,5.96,6.05
부채비율,180.92,171.84,173.12,174.79,166.10,146.61,131.50,118.97
자본유보율,"1,535.94","1,658.84","1,634.72","1,833.30","1,933.04",,,
EPS(원),"9,543","6,858",173,"10,885","5,705","16,984","18,321","19,679"
PER(배),11.11,9.08,416.75,12.40,24.19,6.24,5.79,5.39
BPS(원),"73,441","79,156","79,582","85,732","95,691","112,129","129,953","148,882"
PBR(배),1.44,0.79,0.91,1.57,1.44,0.95,0.82,0.71
현금DPS(원),400,750,750,"1,200",850,"1,295","1,358","1,628"
현금배당수익률,0.38,1.20,1.04,0.89,0.62,1.22,1.28,1.54
현금배당성향(%),4.22,10.96,434.42,11.02,14.92,6.90,6.71,7.49
발행주식수(보통주),"163,647,814","163,647,814","163,647,814","163,647,814","163,647,814",,,
