주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"52,976","87,394","119,126","166,049","232,474",,,
영업이익,"4,436","5,323","6,799","8,280","9,489","10,300","9,945","10,315"
영업이익(발표기준),"4,436","5,323","6,799","8,280","9,489",,,
세전계속사업이익,"4,664","5,892","7,670","7,672","10,472","10,475","10,115","10,485"
당기순이익,"3,552","4,338","5,546","5,651","7,829","7,293","7,250","7,660"
  당기순이익(지배),"3,510","4,282","5,490","5,583","7,749","7,655","7,360","7,630"
  당기순이익(비지배),42,56,56,69,81,,,
자산총계,"234,506","311,618","381,099","438,470","541,082","591,890","615,870","640,910"
부채총계,"201,380","276,887","340,907","390,582","487,738","533,190","549,380","566,330"
자본총계,"33,126","34,731","40,193","47,888","53,344","58,700","66,500","74,580"
  자본총계(지배),"32,129","33,734","39,195","46,144","52,100",,,
  자본총계(비지배),997,,997,"1,744","1,244",,,
자본금,"7,175","7,175","7,175","7,761","7,762","7,760","7,760","7,760"
영업활동현금흐름,"-36,507","-50,427","-55,437","-48,104","-38,972",,,
투자활동현금흐름,"7,361","-1,394","-5,710","-4,827","-25,018",,,
재무활동현금흐름,"32,848","51,373","61,231","53,068","65,582",,,
CAPEX,48,29,161,66,26,,,
FCF,,,,,,,,
이자발생부채,"72,487","114,158","130,647","128,537","169,284",,,
영업이익률,8.37,6.09,5.71,4.99,4.08,,,
순이익률,6.71,4.96,4.66,3.40,3.37,,,
ROE(%),13.79,13.00,15.05,13.08,15.77,,,
ROA(%),1.72,1.57,1.59,1.36,1.58,1.29,1.20,1.22
부채비율,607.92,797.23,848.18,815.62,914.32,908.33,826.14,759.36
자본유보율,363.05,385.42,461.54,518.25,621.09,,,
EPS(원),559,602,789,773,"1,058","1,091","1,056","1,095"
PER(배),8.18,7.11,4.80,4.74,4.87,5.33,5.50,5.31
BPS(원),"4,764","5,107","6,076","6,557","8,360",,,
PBR(배),0.96,0.84,0.62,0.56,0.62,,,
현금DPS(원),200,200,200,320,100,100,103,110
현금배당수익률,4.37,4.67,5.28,8.73,1.94,1.72,1.78,1.89
현금배당성향(%),36.69,32.54,24.73,39.89,9.29,8.62,9.26,9.51
발행주식수(보통주),"605,641,072","605,641,072","617,310,701","675,961,727","681,730,579",,,
