주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,263","1,230","1,316","1,300","1,428"
영업이익,160,25,66,17,15
영업이익(발표기준),160,25,66,42,37
세전계속사업이익,164,8,66,44,58
당기순이익,129,13,49,38,55
  당기순이익(지배),129,13,49,38,55
  당기순이익(비지배),,0,0,,
자산총계,"2,908","3,032","2,735","3,176","4,780"
부채총계,712,778,522,875,"2,327"
자본총계,"2,197","2,254","2,213","2,301","2,452"
  자본총계(지배),"2,197","2,235","2,192","2,301","2,452"
  자본총계(비지배),,,21,,
자본금,84,84,84,88,92
영업활동현금흐름,168,114,-122,46,117
투자활동현금흐름,-508,77,329,-296,"-1,147"
재무활동현금흐름,331,-108,-237,314,"1,576"
CAPEX,46,394,509,523,"1,170"
FCF,121,-279,-631,-477,"-1,053"
이자발생부채,340,353,337,594,"2,073"
영업이익률,12.67,2.00,5.03,1.27,1.08
순이익률,10.21,1.09,3.76,2.96,3.88
ROE(%),,0.61,2.23,1.71,2.33
ROA(%),,0.45,1.71,1.30,1.39
부채비율,32.40,34.51,23.58,38.04,94.90
자본유보율,"1,714.83","2,647.13","2,585.99","2,579.31","2,608.73"
EPS(원),754,79,289,223,305
PER(배),27.98,173.61,54.26,99.29,116.74
BPS(원),"12,846","13,259","13,003","13,024","13,436"
PBR(배),1.64,1.03,1.21,1.70,2.65
현금DPS(원),343,490,343,196,250
현금배당수익률,1.63,3.60,2.19,0.89,0.70
현금배당성향(%),45.54,615.38,116.95,90.11,82.41
발행주식수(보통주),"17,100,776","17,100,776","17,100,776","17,908,795","17,998,577"
