주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"392,293","420,271","471,697","556,802","589,176",,,
영업이익,"40,153","42,675","44,906","46,343","60,976","67,508","70,061","73,722"
영업이익(발표기준),"40,153","42,675","44,906","46,343","60,976",,,
세전계속사업이익,"41,384","43,015","45,340","47,800","60,816","66,654","69,252","72,371"
당기순이익,"33,435","30,619","33,132","35,156","43,844","49,120","50,615","52,887"
  당기순이익(지배),"33,114","30,612","33,118","34,684","44,095","48,595","49,742","51,466"
  당기순이익(비지배),320,8,14,471,-252,,,
자산총계,"4,367,856","4,795,883","5,185,381","6,107,199","6,638,958","6,927,629","7,228,134","7,476,349"
부채총계,"4,027,408","4,438,753","4,794,188","5,673,176","6,156,019","6,414,982","6,678,106","6,896,147"
자본총계,"340,448","357,130","391,193","434,024","482,939","512,648","550,027","580,203"
  자본총계(지배),"340,387","357,039","385,339","425,446","474,606","505,537","543,651","573,203"
  자본총계(비지배),61,,"5,854","8,578","8,333",,,
자본금,"20,906","20,906","20,906","20,906","20,906","20,894","20,893","20,886"
영업활동현금흐름,"-48,360","-89,576","94,007","-115,407","-67,003",,,
투자활동현금흐름,"-87,294","-44,803","-123,344","-109,884","-38,560",,,
재무활동현금흐름,"146,887","117,438","22,776","252,623","108,214",,,
CAPEX,"2,984","4,523","6,087","4,249","2,866",,,
FCF,,,,,,,,
이자발생부채,"618,388","732,480","753,062","950,735","1,082,900",,,
영업이익률,10.23,10.15,9.52,8.32,10.35,,,
순이익률,8.52,7.29,7.02,6.31,7.44,,,
ROE(%),10.18,8.78,8.92,8.56,9.80,9.92,9.48,9.22
ROA(%),0.82,0.67,0.66,0.62,0.69,0.72,0.72,0.72
부채비율,"1,182.97","1,242.89","1,225.53","1,307.11","1,274.70","1,251.34","1,214.14","1,188.58"
자본유보율,"1,564.67","1,654.63","1,825.59","2,030.46","2,264.45",,,
EPS(원),"7,920","7,321","7,923","8,341","10,605","11,773","12,063","12,481"
PER(배),8.01,6.35,6.01,5.20,5.19,4.90,4.78,4.62
BPS(원),"85,302","90,264","98,898","109,191","121,808","129,747","139,529","147,113"
PBR(배),0.74,0.52,0.48,0.40,0.45,0.44,0.41,0.39
현금DPS(원),"1,920","1,920","2,210","1,770","2,940","3,293","3,456","3,548"
현금배당수익률,3.03,4.13,4.64,4.08,5.35,5.71,5.99,6.15
현금배당성향(%),23.15,24.82,26.00,19.88,25.98,27.94,28.65,28.43
발행주식수(보통주),"418,111,537","418,111,537","415,807,920","415,807,920","415,807,920",,,
