주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"6,295","5,532","5,378","4,934","5,901"
영업이익,322,226,-320,-710,273
영업이익(발표기준),322,226,-320,-710,273
세전계속사업이익,35,-32,-580,"-1,178",264
당기순이익,9,-70,-557,"-1,191",295
  당기순이익(지배),-22,-77,-516,"-1,219",290
  당기순이익(비지배),31,7,-40,28,5
자산총계,"8,275","8,103","7,798","6,046","6,289"
부채총계,"6,314","6,238","5,937","5,340","4,963"
자본총계,"1,961","1,866","1,861",706,"1,325"
  자본총계(지배),"1,624","1,522","1,543",357,930
  자본총계(비지배),337,344,318,350,395
자본금,112,112,194,194,194
영업활동현금흐름,278,334,678,"1,231",379
투자활동현금흐름,"-1,313",-164,-157,5,-28
재무활동현금흐름,972,-79,-469,"-1,306",-277
CAPEX,862,381,295,243,226
FCF,-584,-47,384,988,153
이자발생부채,"4,771","4,798","4,224","2,897","2,595"
영업이익률,5.12,4.08,-5.95,-14.38,4.63
순이익률,0.15,-1.26,-10.35,-24.14,5.00
ROE(%),-1.32,-4.89,-33.70,-128.28,45.03
ROA(%),0.12,-0.85,-7.00,-17.21,4.78
부채비율,322.02,334.34,318.95,755.88,374.54
자본유보율,"1,319.36","1,234.35",575.71,-42.62,118.66
EPS(원),-85,-297,"-1,659","-3,134",745
PER(배),N/A,N/A,N/A,N/A,7.48
BPS(원),"6,316","5,919","3,983",920,"2,400"
PBR(배),1.10,0.96,0.52,3.19,2.32
현금DPS(원),43,43,,,
현금배당수익률,0.62,0.76,,,
현금배당성향(%),-51.17,-14.47,0.00,0.00,
발행주식수(보통주),"25,921,252","25,921,252","38,888,569","38,888,569","38,888,569"
