주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"142,995","272,566","266,303","189,110","281,587","561,787","592,180","614,710"
영업이익,"8,430","8,614","6,666","-5,971","10,854","26,619","25,170","26,093"
영업이익(발표기준),"8,430","8,614","6,666","-5,971","10,854",,,
세전계속사업이익,"11,992","4,311","2,028","-10,532","5,140","21,370","20,243","21,103"
당기순이익,"10,130","2,840","1,153","-7,897","1,860","14,200","13,190","13,773"
  당기순이익(지배),"9,335","2,686","1,732","-6,092","-1,323","8,056","7,842","8,327"
  당기순이익(비지배),795,154,-579,"-1,805","3,183",,,
자산총계,"208,886","233,478","257,155","265,590","358,157","425,467","440,750","456,940"
부채총계,"107,867","127,937","138,308","154,611","239,282","281,087","287,720","294,770"
자본총계,"101,019","105,542","118,847","110,979","118,875","144,377","153,030","162,170"
  자본총계(지배),"74,884","77,275","79,920","70,149","63,181","65,010","70,785","77,035"
  자본총계(비지배),"26,135",,"38,927","40,829","55,694",,,
자본금,814,814,814,814,814,810,810,810
영업활동현금흐름,"8,150","6,681","12,056","8,871","2,058","47,405","28,990","28,273"
투자활동현금흐름,"-6,554","-17,852","-16,398","-18,184","-18,625","-23,543","-20,083","-20,127"
재무활동현금흐름,"3,956","10,929","13,639","9,501","17,084","1,240","2,273","6,330"
CAPEX,"7,207","8,901","12,455","22,108","21,530","17,000","18,000","18,300"
FCF,943,"-2,220",-399,"-13,237","-19,472","3,720","6,810","6,080"
이자발생부채,"63,498","78,795","86,496","108,748","151,804",,,
영업이익률,5.90,3.16,2.50,-3.16,3.86,4.74,4.25,4.25
순이익률,7.08,1.04,0.43,-4.18,0.66,2.53,2.23,2.24
ROE(%),,3.53,2.20,-8.12,-1.98,12.57,11.55,11.27
ROA(%),,1.28,0.47,-3.02,0.60,3.62,3.04,3.07
부채비율,106.78,121.22,116.38,139.32,201.29,194.69,188.02,181.77
자본유보율,"9,481.86","9,928.56","10,260.21","9,094.16","8,515.69",,,
EPS(원),"17,329","3,299","2,127","-7,631","-1,675","10,198","9,927","10,541"
PER(배),4.40,20.98,31.78,N/A,N/A,5.79,5.94,5.60
BPS(원),"102,428","105,699","109,317","99,265","89,404","91,993","100,165","109,009"
PBR(배),0.74,0.65,0.62,0.57,0.60,0.64,0.59,0.54
현금DPS(원),0,"3,700","3,700","3,700","5,550","4,317","4,317","4,317"
현금배당수익률,0.00,5.35,5.47,6.53,10.34,7.32,7.32,7.32
현금배당성향(%),0.00,100.70,156.15,-42.92,-296.46,42.33,43.48,40.95
발행주식수(보통주),"81,433,085","81,433,085","81,433,085","78,993,085","78,993,085",,,
