주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"7,158","7,629","6,598","5,935","8,612","12,892","13,728","12,350"
영업이익,"1,526","1,392","1,064",952,934,"2,145","2,142","1,890"
영업이익(발표기준),"1,526","1,392","1,064",952,934,,,
세전계속사업이익,"1,472","1,407","1,012",759,"1,046","2,130","2,187","1,950"
당기순이익,"1,101","1,051",703,498,776,"1,560","1,610","1,430"
  당기순이익(지배),"1,144","1,045",704,496,757,"1,540","1,600","1,420"
  당기순이익(비지배),-43,6,0,2,19,,,
자산총계,"8,816","8,647","9,139","8,666","9,493","10,570","11,910","12,900"
부채총계,"2,828","1,987","2,422","1,794","2,297","2,190","2,280","2,200"
자본총계,"5,988","6,661","6,717","6,871","7,196","8,380","9,630","10,700"
  자본총계(지배),"5,809","6,474","6,528","6,684","6,994","8,150","9,360","10,390"
  자본총계(비지배),179,,188,187,202,,,
자본금,409,409,409,409,409,410,410,410
영업활동현금흐름,"1,564","1,166","1,073",907,838,"1,380","1,690","1,660"
투자활동현금흐름,"-1,715",-191,-910,97,-752,"-1,240","-1,340","-1,450"
재무활동현금흐름,155,-748,-319,-933,-287,-910,-410,-410
CAPEX,195,242,356,208,249,,,
FCF,"1,369",924,717,699,589,"1,460","1,710","1,680"
이자발생부채,"1,420",941,"1,273",630,765,,,
영업이익률,21.32,18.25,16.12,16.05,10.85,16.64,15.60,15.30
순이익률,15.38,13.77,10.66,8.39,9.01,12.10,11.73,11.58
ROE(%),21.30,17.02,10.82,7.51,11.06,20.34,18.27,14.38
ROA(%),13.50,12.04,7.91,5.59,8.54,15.55,14.32,11.53
부채비율,47.22,29.83,36.06,26.11,31.92,26.13,23.68,20.56
자본유보율,"1,453.02","1,580.28","1,634.85","1,672.15","1,758.94",,,
EPS(원),"2,798","2,556","1,721","1,213","1,851","3,767","3,914","3,474"
PER(배),8.77,9.43,12.29,21.15,12.51,6.17,5.94,6.69
BPS(원),"15,161","16,488","17,014","17,420","18,226","21,240","24,394","27,078"
PBR(배),1.62,1.46,1.24,1.47,1.27,1.09,0.95,0.86
현금DPS(원),"1,500","1,200","1,000","1,000","1,000","1,000","1,000","1,000"
현금배당수익률,6.11,4.98,4.73,3.90,4.32,4.30,4.30,4.30
현금배당성향(%),50.24,45.09,54.54,77.38,50.71,26.55,25.55,28.79
발행주식수(보통주),"40,878,588","40,878,588","40,878,588","40,878,588","40,878,588",,,
