주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"6,858","6,908","6,946","6,987","7,632","9,736","10,085","10,138"
영업이익,754,667,694,738,730,932,"1,014","1,080"
영업이익(발표기준),754,667,694,738,730,,,
세전계속사업이익,749,680,768,788,819,"1,001","1,081","1,141"
당기순이익,573,520,560,582,623,767,827,878
  당기순이익(지배),574,516,546,572,602,733,789,849
  당기순이익(비지배),-1,4,14,10,21,,,
자산총계,"7,929","8,160","8,483","9,195","12,756","13,873","14,507","15,174"
부채총계,"2,106","1,498","1,428","1,750","4,697","5,158","5,157","5,261"
자본총계,"5,823","6,662","7,054","7,444","8,060","8,715","9,349","9,912"
  자본총계(지배),"5,778","6,613","6,991","7,372","7,918","8,484","9,100","9,770"
  자본총계(비지배),45,,63,73,141,,,
자본금,"1,196","1,196","1,196","1,196","1,196","1,198","1,198","1,197"
영업활동현금흐름,993,"1,835","1,525","1,602","1,029","2,164","1,809","1,912"
투자활동현금흐름,-818,"-1,398","-1,016","-1,045","-3,521",-920,-963,-964
재무활동현금흐름,-197,-776,-188,-196,"2,300",-224,-220,-245
CAPEX,579,687,435,430,464,572,596,609
FCF,414,"1,148","1,090","1,171",566,"1,582",961,874
이자발생부채,641,33,87,92,"2,572",,,
영업이익률,10.99,9.66,9.98,10.57,9.57,9.57,10.05,10.65
순이익률,8.36,7.53,8.06,8.33,8.16,7.88,8.20,8.66
ROE(%),10.25,8.33,8.02,7.97,7.87,8.94,8.97,9.00
ROA(%),7.30,6.46,6.73,6.58,5.68,5.76,5.83,5.92
부채비율,36.16,22.49,20.25,23.51,58.28,59.18,55.16,53.08
자본유보율,389.10,458.83,490.52,526.06,563.94,,,
EPS(원),"1,200","1,079","1,141","1,196","1,259","1,532","1,649","1,776"
PER(배),11.21,10.65,7.64,7.36,7.26,6.18,5.74,5.33
BPS(원),"12,148","13,903","14,699","15,499","16,643","17,833","19,127","20,536"
PBR(배),1.11,0.83,0.59,0.57,0.55,0.53,0.50,0.46
현금DPS(원),350,350,350,350,350,408,429,465
현금배당수익률,2.60,3.04,4.01,3.97,3.83,4.31,4.53,4.91
현금배당성향(%),29.01,32.25,30.51,29.09,27.66,26.65,26.02,26.19
발행주식수(보통주),"47,821,966","47,821,966","47,821,966","47,821,966","47,821,966",,,
