주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,329","2,472","2,364","2,324","2,604"
영업이익,121,74,41,17,24
영업이익(발표기준),121,74,41,17,24
세전계속사업이익,99,56,25,-16,17
당기순이익,67,39,20,-18,9
  당기순이익(지배),70,42,22,-17,11
  당기순이익(비지배),-3,-3,-2,-1,-2
자산총계,"3,047","3,017","3,092","3,263","3,266"
부채총계,"1,454","1,416","1,498","1,685","1,692"
자본총계,"1,592","1,601","1,594","1,578","1,574"
  자본총계(지배),"1,596","1,608","1,602","1,587","1,580"
  자본총계(비지배),-4,,-8,-8,-6
자본금,167,167,167,167,167
영업활동현금흐름,121,130,18,266,-27
투자활동현금흐름,-61,-79,-72,-180,-105
재무활동현금흐름,-45,-50,-19,135,-76
CAPEX,46,67,56,29,52
FCF,76,63,-38,237,-80
이자발생부채,678,655,733,891,836
영업이익률,5.20,2.98,1.75,0.74,0.93
순이익률,2.89,1.59,0.86,-0.76,0.35
ROE(%),4.48,2.62,1.37,-1.05,0.70
ROA(%),2.23,1.29,0.66,-0.56,0.28
부채비율,91.34,88.44,93.95,106.74,107.50
자본유보율,857.40,865.10,865.55,852.31,838.58
EPS(원),422,252,132,-101,66
PER(배),15.11,18.15,31.62,N/A,111.12
BPS(원),"9,576","9,677","9,705","9,517","9,477"
PBR(배),0.67,0.47,0.43,0.67,0.78
현금DPS(원),150,150,130,130,130
현금배당수익률,2.35,3.29,3.11,2.04,1.77
현금배당성향(%),35.52,59.45,97.46,-128.91,196.27
발행주식수(보통주),"16,672,240","16,672,240","16,672,240","16,672,240","16,672,240"
