주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,380","2,625","2,896","3,293","3,211"
영업이익,187,147,210,190,175
영업이익(발표기준),187,147,210,190,175
세전계속사업이익,185,170,243,191,115
당기순이익,139,120,169,135,86
  당기순이익(지배),140,121,169,137,86
  당기순이익(비지배),0,-1,0,-2,-1
자산총계,"1,544","1,485","1,667","1,636","1,633"
부채총계,829,731,814,804,781
자본총계,715,754,854,832,852
  자본총계(지배),713,754,854,832,853
  자본총계(비지배),2,,0,-1,-1
자본금,163,163,163,163,163
영업활동현금흐름,75,97,107,335,184
투자활동현금흐름,-37,0,8,-47,-67
재무활동현금흐름,-75,-170,-87,-107,-97
CAPEX,7,4,8,34,19
FCF,68,93,100,301,165
이자발생부채,191,66,220,197,183
영업이익률,5.54,5.60,7.27,5.78,5.46
순이익률,4.13,4.58,5.82,4.09,2.67
ROE(%),20.41,16.51,20.97,16.20,10.22
ROA(%),9.23,7.95,10.70,8.16,5.24
부채비율,115.86,96.98,95.29,96.66,91.68
자본유보율,342.15,363.56,420.86,410.93,420.56
EPS(원),428,372,517,419,264
PER(배),9.55,9.57,6.77,11.37,46.16
BPS(원),"2,188","2,312","2,619","2,553","2,617"
PBR(배),1.87,1.54,1.34,1.87,4.66
현금DPS(원),198,169,227,208,198
현금배당수익률,4.84,4.75,6.49,4.37,1.62
현금배당성향(%),46.25,45.49,43.91,49.65,74.92
발행주식수(보통주),"32,600,000","32,600,000","32,600,000","32,600,000","32,600,000"
