주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"9,491","9,821","11,285","18,491","19,116","22,509","24,552","28,684"
영업이익,"5,078","3,387","3,781","7,121","7,525","7,597","8,967","10,944"
영업이익(발표기준),"5,078","3,387","3,781","7,121","7,525",,,
세전계속사업이익,"4,915","3,177","3,786","6,507","7,469","7,398","8,788","10,723"
당기순이익,"3,862","2,536","2,980","5,192","5,914","5,928","6,996","8,561"
  당기순이익(지배),"3,825","2,618","2,976","5,113","5,751","6,064","7,134","8,483"
  당기순이익(비지배),37,-83,4,79,163,,,
자산총계,"33,155","35,406","38,937","50,477","56,973","61,549","67,400","75,332"
부채총계,"8,836","9,078","9,867","15,925","16,237","16,500","16,454","16,999"
자본총계,"24,319","26,328","29,070","34,552","40,736","45,049","50,946","58,333"
  자본총계(지배),"23,089","25,240","27,942","33,353","39,404","44,406","50,869","58,970"
  자본총계(비지배),"1,470",,"1,128","1,199","1,331",,,
자본금,"1,227","1,255","1,283","1,350","1,379","1,390","1,400","1,406"
영업활동현금흐름,"4,975","3,821","4,740","3,507","9,112","5,554","7,783","8,407"
투자활동현금흐름,"-2,451","-1,931","-2,514","-4,720","-3,558","-2,744","-2,148","-2,338"
재무활동현금흐름,-963,"-1,981",-859,"2,660",-693,"-1,126",-975,"-1,278"
CAPEX,210,794,943,870,634,"1,066",723,614
FCF,"4,764","3,027","3,797","2,637","8,478","3,284","6,163","6,904"
이자발생부채,"6,409","5,166","4,954","7,744","7,444",,,
영업이익률,53.51,34.49,33.50,38.51,39.36,33.75,36.52,38.16
순이익률,40.69,25.82,26.41,28.08,30.94,26.34,28.49,29.84
ROE(%),17.53,10.84,11.19,16.68,15.81,14.47,14.97,15.45
ROA(%),12.19,7.40,8.02,11.61,11.01,10.00,10.85,12.00
부채비율,36.33,34.48,33.94,46.09,39.86,36.63,32.30,29.14
자본유보율,"1,799.46","1,975.54","2,181.03","2,467.14","2,850.36",,,
EPS(원),"2,748","1,877","2,126","3,645","4,091","4,309","5,068","6,026"
PER(배),72.76,109.13,82.05,96.68,48.40,33.65,28.61,24.06
BPS(원),"16,646","18,183","20,108","23,962","28,276","32,088","36,758","42,611"
PBR(배),12.01,11.26,8.68,14.70,7.00,4.52,3.94,3.40
현금DPS(원),0,0,0,0,735,565,646,625
현금배당수익률,0.00,0.00,0.00,0.00,0.37,0.39,0.45,0.43
현금배당성향(%),0.00,0.00,0.00,0.00,17.82,13.11,12.73,10.37
발행주식수(보통주),"139,275,116","139,662,250","140,087,710","140,399,791","140,679,441",,,
