주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"2,293","2,272","2,103","2,029","3,344"
영업이익,142,-1,6,59,356
영업이익(발표기준),142,-1,6,59,356
세전계속사업이익,145,-33,-42,24,286
당기순이익,112,-26,-34,19,211
  당기순이익(지배),112,-26,-34,19,211
  당기순이익(비지배),,,,,
자산총계,"2,698","2,607","2,633","2,717","3,239"
부채총계,"1,594","1,559","1,621","1,694","2,012"
자본총계,"1,104","1,047","1,012","1,023","1,227"
  자본총계(지배),"1,104","1,047","1,012","1,023","1,227"
  자본총계(비지배),,,,,
자본금,167,167,167,167,167
영업활동현금흐름,-22,-6,57,-72,-100
투자활동현금흐름,155,-31,-24,-15,-7
재무활동현금흐름,-122,27,-38,83,118
CAPEX,55,48,30,8,16
FCF,-77,-54,27,-80,-115
이자발생부채,"1,092","1,144","1,106","1,195","1,324"
영업이익률,6.21,-0.05,0.31,2.90,10.66
순이익률,4.91,-1.16,-1.60,0.93,6.30
ROE(%),10.64,-2.45,-3.26,1.86,18.72
ROA(%),4.23,-0.99,-1.28,0.71,7.07
부채비율,144.35,148.94,160.15,165.64,163.99
자본유보율,390.52,357.50,336.67,344.24,466.49
EPS(원),336,-79,-100,57,630
PER(배),6.36,N/A,N/A,34.92,5.77
BPS(원),"3,302","3,131","3,027","3,058","3,669"
PBR(배),0.65,0.61,0.59,0.65,0.99
현금DPS(원),80,0,30,30,50
현금배당수익률,3.74,0.00,1.69,1.52,1.38
현금배당성향(%),23.78,0.00,-29.86,52.90,7.94
발행주식수(보통주),"33,442,000","33,442,000","33,442,000","33,442,000","33,442,000"
