주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"5,279","5,659","5,774","6,153","7,763"
영업이익,101,95,111,107,57
영업이익(발표기준),101,95,111,107,57
세전계속사업이익,89,78,90,-7,48
당기순이익,67,53,51,-19,39
  당기순이익(지배),67,53,50,-20,29
  당기순이익(비지배),0,0,0,1,10
자산총계,"1,882","1,996","2,758","3,017","3,748"
부채총계,"1,252","1,326","2,039","2,331","3,013"
자본총계,630,670,719,686,735
  자본총계(지배),629,669,713,679,717
  자본총계(비지배),1,,6,6,18
자본금,60,60,60,60,60
영업활동현금흐름,17,65,240,201,171
투자활동현금흐름,-300,-117,-305,-275,-150
재무활동현금흐름,289,47,88,72,37
CAPEX,277,103,300,293,108
FCF,-261,-39,-60,-91,63
이자발생부채,733,790,"1,404","1,667","2,094"
영업이익률,1.92,1.68,1.92,1.73,0.74
순이익률,1.27,0.93,0.88,-0.31,0.50
ROE(%),11.15,8.16,7.29,-2.87,4.12
ROA(%),3.99,2.71,2.14,-0.66,1.16
부채비율,198.59,198.01,283.50,339.83,409.79
자본유보율,953.73,"1,019.08","1,090.89","1,034.88","1,085.57"
EPS(원),558,441,420,-167,240
PER(배),7.96,9.85,10.50,N/A,26.36
BPS(원),"5,242","5,573","5,945","5,662","5,978"
PBR(배),0.85,0.78,0.74,1.26,1.06
현금DPS(원),80,60,70,,
현금배당수익률,1.80,1.38,1.59,,
현금배당성향(%),14.34,13.60,16.67,0.00,
발행주식수(보통주),"12,000,000","12,000,000","12,000,000","12,000,000","12,000,000"
