주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,272,343,412,415,387
영업이익,-249,-113,-82,-185,-275
영업이익(발표기준),-249,-113,-82,-185,-275
세전계속사업이익,-233,-117,-71,-182,-156
당기순이익,-237,-119,-76,-186,-160
  당기순이익(지배),-237,-119,-76,-186,-160
  당기순이익(비지배),,,,,
자산총계,456,493,512,"1,366","2,495"
부채총계,91,199,271,381,440
자본총계,365,294,241,985,"2,055"
  자본총계(지배),365,294,241,985,"2,055"
  자본총계(비지배),,,,,
자본금,212,212,219,448,775
영업활동현금흐름,-40,-73,-13,-159,-48
투자활동현금흐름,-4,-80,105,-443,"-1,464"
재무활동현금흐름,-40,116,-7,"1,062","1,110"
CAPEX,4,35,28,162,824
FCF,-44,-108,-41,-321,-873
이자발생부채,15,124,145,178,184
영업이익률,-91.50,-32.83,-19.91,-44.48,-71.10
순이익률,-87.33,-34.70,-18.47,-44.93,-41.22
ROE(%),-65.56,-36.08,-28.50,-30.43,-10.50
ROA(%),-42.64,-25.07,-15.17,-19.87,-8.26
부채비율,24.89,67.62,112.60,38.64,21.44
자본유보율,-3.98,-48.68,-77.64,79.86,142.68
EPS(원),-686,-292,-184,-312,-226
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),902,726,573,"1,420","2,659"
PBR(배),3.51,3.20,2.51,9.94,6.09
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"40,683,859","40,683,859","42,128,933","69,569,267","77,479,055"
