주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,881","1,836","1,409",936,"1,398"
영업이익,142,21,-31,-79,3
영업이익(발표기준),142,21,-31,-79,3
세전계속사업이익,126,27,-33,-93,12
당기순이익,99,20,-31,-69,6
  당기순이익(지배),96,23,-29,-68,6
  당기순이익(비지배),3,-3,-2,-1,0
자산총계,"1,253","1,224","1,234","1,174","1,196"
부채총계,176,170,244,273,279
자본총계,"1,077","1,054",990,900,917
  자본총계(지배),"1,056","1,035",974,898,916
  자본총계(비지배),21,,16,2,2
자본금,557,557,557,557,557
영업활동현금흐름,142,52,161,42,-38
투자활동현금흐름,-13,-40,-63,-120,-96
재무활동현금흐름,-61,-49,18,2,-3
CAPEX,28,15,53,61,0
FCF,114,37,107,-19,-38
이자발생부채,36,35,88,113,111
영업이익률,7.54,1.14,-2.22,-8.39,0.25
순이익률,5.25,1.11,-2.19,-7.42,0.44
ROE(%),9.21,2.21,-2.84,-7.29,0.69
ROA(%),7.91,1.64,-2.51,-5.77,0.52
부채비율,16.36,16.17,24.66,30.38,30.40
자본유보율,90.83,87.17,76.30,64.51,66.96
EPS(원),86,21,-26,-61,6
PER(배),16.32,53.01,N/A,N/A,173.91
BPS(원),952,934,881,819,835
PBR(배),1.48,1.18,1.16,1.02,1.17
현금DPS(원),43,23,0,0,10
현금배당수익률,3.06,2.09,0.00,0.00,1.03
현금배당성향(%),49.85,110.53,0.00,0.00,176.41
발행주식수(보통주),"111,133,730","111,133,730","111,133,730","111,133,730","111,133,730"
