주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,844,"1,213","1,410","1,652","2,224"
영업이익,-45,-34,15,-17,-205
영업이익(발표기준),-45,-34,15,-17,-205
세전계속사업이익,7,-67,18,-218,60
당기순이익,7,-67,5,-224,59
  당기순이익(지배),7,-67,5,-216,48
  당기순이익(비지배),0,0,,-8,11
자산총계,998,800,"2,053","2,259","5,193"
부채총계,308,61,673,786,"2,616"
자본총계,691,739,"1,379","1,472","2,577"
  자본총계(지배),686,734,"1,375","1,438","2,513"
  자본총계(비지배),4,,4,34,64
자본금,245,484,"1,097","1,447","1,881"
영업활동현금흐름,-197,-76,-67,-198,-110
투자활동현금흐름,-459,123,"-1,033",191,"-2,472"
재무활동현금흐름,682,-102,"1,253",-36,"2,851"
CAPEX,0,10,3,10,37
FCF,-198,-86,-70,-208,-146
이자발생부채,290,47,459,419,"2,234"
영업이익률,-5.33,-2.84,1.05,-1.05,-9.22
순이익률,0.84,-5.53,0.33,-13.58,2.65
ROE(%),1.49,-9.44,0.44,-15.35,2.44
ROA(%),1.02,-7.46,0.33,-10.41,1.58
부채비율,44.52,8.30,48.81,53.42,101.52
자본유보율,258.19,99.76,38.35,9.87,40.43
EPS(원),6,-36,1,-38,6
PER(배),57.76,N/A,174.09,N/A,50.71
BPS(원),560,303,251,199,267
PBR(배),0.64,0.64,0.89,1.63,1.13
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"122,690,174","242,188,696","548,342,542","723,342,542","940,724,905"
