주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,506","1,507","1,482","1,926","2,482"
영업이익,156,165,121,186,312
영업이익(발표기준),156,165,121,186,312
세전계속사업이익,129,132,84,156,284
당기순이익,110,102,64,121,221
  당기순이익(지배),110,102,64,121,221
  당기순이익(비지배),,,,,
자산총계,"2,513","2,439","2,587","2,874","3,411"
부채총계,"1,532","1,376","1,478","1,659","1,992"
자본총계,981,"1,063","1,109","1,214","1,419"
  자본총계(지배),981,"1,063","1,109","1,214","1,419"
  자본총계(비지배),,,,,
자본금,142,143,143,143,143
영업활동현금흐름,243,314,143,342,280
투자활동현금흐름,-465,-150,-166,-299,-419
재무활동현금흐름,226,-172,38,-57,158
CAPEX,468,193,168,293,415
FCF,-225,121,-24,48,-135
이자발생부채,"1,231","1,115","1,214","1,227","1,445"
영업이익률,10.34,10.94,8.15,9.67,12.57
순이익률,7.29,6.77,4.33,6.30,8.88
ROE(%),11.87,9.98,5.91,10.45,16.75
ROA(%),4.79,4.12,2.55,4.44,7.02
부채비율,156.13,129.46,133.28,136.64,140.43
자본유보율,542.61,596.70,629.99,704.84,900.97
EPS(원),386,358,224,424,771
PER(배),7.59,6.34,9.85,6.05,4.38
BPS(원),"3,452","3,717","3,877","4,246","4,960"
PBR(배),0.85,0.61,0.57,0.60,0.68
현금DPS(원),50,50,50,50,75
현금배당수익률,1.71,2.20,2.26,1.95,2.22
현금배당성향(%),12.95,14.01,22.28,11.79,9.73
발행주식수(보통주),"28,426,850","28,600,117","28,600,117","28,600,117","28,600,117"
