주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"3,200","2,653","2,842","1,065","18,984","26,903","27,352","27,774"
영업이익,-170,-248,11,70,"1,522","2,978","3,297","3,876"
영업이익(발표기준),-170,-248,11,70,"1,522",,,
세전계속사업이익,71,-145,33,338,"1,322","2,848","3,182","3,790"
당기순이익,41,-115,4,317,985,"2,109","2,365","2,818"
  당기순이익(지배),52,-115,-2,317,599,"1,676","1,957","2,376"
  당기순이익(비지배),-11,0,6,0,386,,,
자산총계,"7,977","7,591","6,959","26,754","25,916","27,756","28,845","29,904"
부채총계,"4,744","4,417","3,833","19,976","18,521","18,677","17,816","16,502"
자본총계,"3,233","3,174","3,126","6,778","7,394","9,079","11,029","13,402"
  자본총계(지배),"2,915","2,790","2,735","5,725","5,998","7,311","8,518","9,758"
  자본총계(비지배),318,,,"1,053","1,396",,,
자본금,243,243,243,734,734,734,734,734
영업활동현금흐름,-22,254,61,-236,"1,170","4,287","2,800","3,916"
투자활동현금흐름,388,28,752,839,-170,"-1,074","-1,177","-1,190"
재무활동현금흐름,-305,-276,-849,155,-729,-544,"-1,200","-1,601"
CAPEX,264,107,59,376,"1,296",686,760,807
FCF,-286,147,2,-612,-126,"1,458","1,840","2,586"
이자발생부채,"3,977","3,722","2,916","13,817","13,151",,,
영업이익률,-5.32,-9.37,0.40,6.59,8.02,11.07,12.05,13.96
순이익률,1.28,-4.34,0.15,29.77,5.19,7.84,8.65,10.15
ROE(%),1.78,-4.05,-0.07,7.50,10.22,25.18,24.72,26.00
ROA(%),0.50,-1.48,0.06,1.88,3.74,7.86,8.36,9.59
부채비율,146.73,139.16,122.61,294.72,250.49,205.71,161.53,123.13
자본유보율,"1,107.16","1,063.23","1,054.03",707.51,759.04,,,
EPS(원),"1,064","-2,379",-41,"4,906","4,082","11,417","13,332","16,191"
PER(배),41.07,N/A,N/A,8.00,11.59,4.26,3.65,3.00
BPS(원),"60,048","57,464","56,948","39,147","41,630","50,745","59,123","67,730"
PBR(배),0.73,0.50,0.54,1.00,1.14,0.96,0.82,0.72
현금DPS(원),350,750,"1,000","1,500","1,500","1,900","1,900","1,900"
현금배당수익률,0.80,2.60,3.28,3.82,3.17,3.91,3.91,3.91
현금배당성향(%),18.23,-17.21,"-2,251.87",69.16,36.07,16.64,14.25,11.73
발행주식수(보통주),"4,854,418","4,854,418","4,854,418","14,677,004","14,677,004",,,
