주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"301,094","404,451","269,907","319,004","429,978","598,717","667,645","707,579"
영업이익,"137,213","208,438","27,192","50,126","124,103","168,185","180,367","179,456"
영업이익(발표기준),"137,213","208,438","27,192","50,126","124,103",,,
세전계속사업이익,"134,396","213,410","24,326","62,370","134,160","171,031","184,057","182,848"
당기순이익,"106,422","155,400","20,091","47,589","96,162","124,560","134,290","134,005"
  당기순이익(지배),"106,415","155,401","20,060","47,551","96,023","124,406","134,129","133,854"
  당기순이익(비지배),7,-1,31,38,139,,,
자산총계,"454,185","636,583","652,484","711,739","963,865","1,103,227","1,238,040","1,357,148"
부채총계,"115,975","168,060","173,125","192,648","341,954","370,321","381,148","373,303"
자본총계,"338,209","468,523","479,359","519,091","621,911","732,906","856,891","983,846"
  자본총계(지배),"338,153","468,457","479,211","518,885","621,571","732,781","855,112","979,120"
  자본총계(비지배),56,,148,206,340,,,
자본금,"36,577","36,577","36,577","36,577","36,577","36,579","36,579","36,580"
영업활동현금흐름,"146,906","222,272","65,497","123,146","197,976","240,035","263,775","261,486"
투자활동현금흐름,"-119,192","-214,287","-104,509","-118,404","-223,923","-185,368","-190,117","-178,595"
재무활동현금흐름,"-3,519","-13,953","38,367","2,521","44,923","-15,413","-24,183","-22,221"
CAPEX,"91,283","160,361","139,202","100,687","124,866","156,342","164,537","160,922"
FCF,"55,623","61,911","-73,705","22,459","73,110","85,783","102,860","88,175"
이자발생부채,"41,713","52,819","121,905","128,954","191,496",,,
영업이익률,45.57,51.54,10.07,15.71,28.86,28.09,27.02,25.36
순이익률,35.34,38.42,7.44,14.92,22.36,20.80,20.11,18.94
ROE(%),36.80,38.53,4.23,9.53,16.84,18.37,16.89,14.59
ROA(%),27.42,28.49,3.12,6.98,11.48,12.05,11.47,10.33
부채비율,34.29,35.87,36.12,37.11,54.98,50.53,44.48,37.94
자본유보율,859.32,"1,262.49","1,286.81","1,398.15","1,643.64",,,
EPS(원),"14,617","21,346","2,755","6,532","13,190","17,089","18,424","18,387"
PER(배),5.23,2.83,34.15,18.14,9.93,6.58,6.11,6.12
BPS(원),"47,897","68,488","70,060","75,860","90,394","106,563","124,353","142,387"
PBR(배),1.60,0.88,1.34,1.56,1.45,1.06,0.90,0.79
현금DPS(원),"1,000","1,500","1,000","1,170","1,540","1,629","1,860","2,061"
현금배당수익률,1.31,2.48,1.06,0.99,1.18,1.45,1.65,1.83
현금배당성향(%),6.63,6.60,34.10,16.83,11.03,9.53,10.10,11.21
발행주식수(보통주),"728,002,365","728,002,365","728,002,365","728,002,365","728,002,365",,,
