주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"6,289","6,996","7,013","5,881","5,739","5,998","6,436","6,920"
영업이익,497,792,606,224,244,303,386,470
영업이익(발표기준),497,792,606,224,244,,,
세전계속사업이익,489,794,559,132,205,270,360,450
당기순이익,381,608,416,115,157,213,280,350
  당기순이익(지배),381,608,416,115,157,225,280,350
  당기순이익(비지배),,,,,,,,
자산총계,"2,207","4,102","4,515","4,345","4,315","4,555","4,845","5,220"
부채총계,"1,029","1,011","1,130","1,014",853,920,980,"1,050"
자본총계,"1,178","3,091","3,385","3,330","3,462","3,635","3,865","4,165"
  자본총계(지배),"1,178","3,091","3,385","3,330","3,462","3,635","3,865","4,165"
  자본총계(비지배),,,,,,,,
자본금,213,263,264,264,264,260,260,260
영업활동현금흐름,-66,412,324,193,483,335,405,470
투자활동현금흐름,-108,-359,-196,-421,-243,-260,-210,-210
재무활동현금흐름,91,"1,152",-121,-84,-189,-50,-50,-50
CAPEX,120,332,157,421,177,230,180,180
FCF,-187,80,167,-227,306,180,210,280
이자발생부채,187,0,45,143,35,,,
영업이익률,7.91,11.32,8.64,3.80,4.25,5.06,6.00,6.79
순이익률,6.05,8.69,5.94,1.95,2.74,3.56,4.35,5.06
ROE(%),,28.48,12.86,3.41,4.63,6.34,7.47,8.72
ROA(%),,19.27,9.66,2.59,3.63,4.81,5.96,6.96
부채비율,87.39,32.70,33.40,30.45,24.63,25.31,25.36,25.21
자본유보율,450.74,"1,076.51","1,181.93","1,183.47","1,231.34",,,
EPS(원),"1,785","2,409","1,581",434,595,852,"1,060","1,325"
PER(배),,19.76,17.97,56.46,31.91,20.31,16.32,13.05
BPS(원),"5,524","11,768","12,827","12,707","13,210","13,869","14,746","15,891"
PBR(배),0.00,4.04,2.21,1.93,1.44,1.25,1.17,1.09
현금DPS(원),350,450,450,200,200,200,200,200
현금배당수익률,,0.95,1.58,0.82,1.05,1.16,1.16,1.16
현금배당성향(%),19.61,19.44,28.54,45.74,33.33,23.47,18.86,15.09
발행주식수(보통주),"21,322,335","26,266,135","26,409,935","26,409,935","26,409,935",,,
