주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,609,443,419,627,882
영업이익,-68,-15,-28,5,-5
영업이익(발표기준),-68,-15,-28,5,-5
세전계속사업이익,-61,-52,-24,-10,42
당기순이익,-62,-51,-48,-30,31
  당기순이익(지배),-56,-48,-46,-22,34
  당기순이익(비지배),-6,-2,-2,-7,-2
자산총계,551,607,618,576,597
부채총계,65,160,190,199,144
자본총계,485,446,427,377,453
  자본총계(지배),474,435,390,376,455
  자본총계(비지배),11,,38,0,-2
자본금,99,99,107,109,118
영업활동현금흐름,-79,-56,8,43,-147
투자활동현금흐름,41,-151,59,12,97
재무활동현금흐름,127,103,-42,53,-2
CAPEX,50,96,8,13,3
FCF,-128,-153,1,29,-150
이자발생부채,0,101,76,92,61
영업이익률,-11.12,-3.39,-6.77,0.80,-0.61
순이익률,-10.15,-11.43,-11.42,-4.76,3.53
ROE(%),-13.90,-10.61,-11.11,-5.86,8.09
ROA(%),-11.72,-8.75,-7.81,-5.00,5.31
부채비율,13.45,35.93,44.48,52.91,31.91
자본유보율,409.36,362.30,310.31,285.04,321.64
EPS(원),-164,-98,-88,-41,61
PER(배),N/A,N/A,N/A,N/A,21.21
BPS(원),"1,000",917,757,714,794
PBR(배),1.05,0.87,2.10,1.50,1.64
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"49,386,635","49,386,635","53,375,996","54,612,089","59,199,244"
