주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,835","2,054","2,051","2,563","3,033",,,
영업이익,206,329,539,687,"1,040","1,120","1,220","1,310"
영업이익(발표기준),206,329,539,687,"1,040",,,
세전계속사업이익,203,326,524,688,"1,045","1,110","1,210","1,300"
당기순이익,191,334,534,629,799,840,920,990
  당기순이익(지배),191,334,534,629,799,840,920,990
  당기순이익(비지배),,,,,,,,
자산총계,"18,751","26,827","33,990","43,325","51,597","55,880","61,870","68,440"
부채총계,"15,903","23,674","30,316","38,036","45,599","49,380","54,670","60,480"
자본총계,"2,848","3,152","3,673","5,289","5,999","6,500","7,200","7,960"
  자본총계(지배),"2,848","3,152","3,673","5,289","5,999",,,
  자본총계(비지배),,,,,,,,
자본금,"3,371","3,371","3,371","4,371","4,371",,,
영업활동현금흐름,"-1,315",946,"-5,172","-2,503","-1,328",,,
투자활동현금흐름,-112,-45,323,42,-131,,,
재무활동현금흐름,"1,146",153,"4,086","2,176","3,325",,,
CAPEX,4,5,14,6,8,,,
FCF,,,,,,,,
이자발생부채,226,379,588,"1,223","3,217",,,
영업이익률,11.24,16.02,26.27,26.82,34.30,,,
순이익률,10.42,16.24,26.02,24.56,26.35,,,
ROE(%),8.37,11.12,15.63,14.04,14.16,,,
ROA(%),1.11,1.46,1.75,1.63,1.68,1.56,1.56,1.52
부채비율,558.37,750.98,825.30,719.18,760.12,759.69,759.31,759.80
자본유보율,-15.45,-6.42,9.03,21.05,37.29,,,
EPS(원),38,49,78,88,91,96,105,113
PER(배),13.16,15.27,8.07,6.10,9.87,8.74,7.98,7.42
BPS(원),416,460,536,605,686,,,
PBR(배),1.20,1.62,1.17,0.89,1.31,,,
현금DPS(원),0,0,0,10,20,22,28,25
현금배당수익률,0.00,0.00,0.00,1.86,2.22,2.68,3.27,2.98
현금배당성향(%),0.00,0.00,0.00,13.89,21.87,23.42,26.13,22.08
발행주식수(보통주),"685,551,780","685,551,780","685,551,780","874,203,406","874,203,406",,,
