주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"10,465","12,922","13,594","12,920","13,482"
영업이익,44,36,-53,-5,63
영업이익(발표기준),44,36,-53,-5,63
세전계속사업이익,19,-8,-168,-90,49
당기순이익,13,-22,-164,-90,16
  당기순이익(지배),8,-2,-105,-59,62
  당기순이익(비지배),6,-20,-59,-31,-46
자산총계,"4,290","5,263","5,096","5,130","5,236"
부채총계,"3,458","4,490","4,470","4,573","4,598"
자본총계,832,773,626,558,638
  자본총계(지배),594,575,482,444,555
  자본총계(비지배),238,,144,114,83
자본금,163,163,163,163,163
영업활동현금흐름,381,484,71,253,372
투자활동현금흐름,-331,-232,-394,-259,-190
재무활동현금흐름,-6,134,-11,144,-141
CAPEX,305,167,284,295,203
FCF,77,317,-213,-42,169
이자발생부채,650,795,802,958,913
영업이익률,0.42,0.28,-0.39,-0.04,0.46
순이익률,0.13,-0.17,-1.21,-0.70,0.12
ROE(%),1.31,-0.35,-19.84,-12.70,12.38
ROA(%),0.32,-0.47,-3.17,-1.76,0.31
부채비율,415.59,580.78,714.60,819.81,720.92
자본유보율,154.27,149.08,62.71,36.44,79.16
EPS(원),23,-6,-322,-180,190
PER(배),60.87,N/A,N/A,N/A,17.41
BPS(원),"1,836","1,776","1,489","1,371","1,711"
PBR(배),0.77,0.70,0.84,1.25,1.93
현금DPS(원),0,20,0,0,
현금배당수익률,0.00,1.60,0.00,0.00,
현금배당성향(%),0.00,-317.70,0.00,0.00,
발행주식수(보통주),"32,564,980","32,564,980","32,564,980","32,564,980","32,564,980"
