주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,488","2,749","2,489","2,616","3,813","6,326","7,184","8,210"
영업이익,355,396,134,28,581,"1,656","1,830","2,082"
영업이익(발표기준),355,396,134,28,581,,,
세전계속사업이익,333,359,39,44,391,"1,594","1,764","2,014"
당기순이익,282,281,2,27,313,"1,292","1,411","1,611"
  당기순이익(지배),295,308,81,100,226,"1,185","1,312","1,238"
  당기순이익(비지배),-13,-28,-79,-73,87,,,
자산총계,"3,161","4,415","5,289","5,401","6,163","7,400","8,832","10,452"
부채총계,"1,072","1,960","2,860","2,949","3,329","3,386","3,494","3,604"
자본총계,"2,089","2,455","2,429","2,452","2,835","4,014","5,338","6,848"
  자본총계(지배),"1,765","2,080","2,125","2,217","2,481","3,566","4,673","5,893"
  자본총계(비지배),325,,304,235,354,,,
자본금,462,463,463,463,463,463,463,463
영업활동현금흐름,519,307,318,406,834,"1,572","1,754","1,992"
투자활동현금흐름,-316,"-1,182","-1,102",-374,-661,-663,"-1,066","-1,141"
재무활동현금흐름,-42,850,855,67,-265,-19,2,-32
CAPEX,296,"1,223","1,113",402,587,704,936,"1,110"
FCF,223,-916,-796,4,248,914,693,856
이자발생부채,744,"1,491","2,353","2,475","2,099",,,
영업이익률,14.26,14.40,5.40,1.07,15.25,26.18,25.47,25.35
순이익률,11.34,10.20,0.08,1.01,8.20,20.41,19.64,19.62
ROE(%),18.22,16.04,3.85,4.60,9.61,39.20,31.86,23.43
ROA(%),9.00,7.41,0.04,0.50,5.41,19.04,17.39,16.71
부채비율,51.31,79.83,117.71,120.30,117.43,84.38,65.45,52.64
자본유보율,271.38,339.43,352.51,371.99,419.52,,,
EPS(원),319,333,87,108,244,"1,280","1,417","1,337"
PER(배),31.80,22.27,93.40,109.53,94.80,15.04,13.58,14.40
BPS(원),"1,912","2,246","2,295","2,394","2,679","3,851","5,046","6,363"
PBR(배),5.31,3.30,3.56,4.93,8.62,5.00,3.81,3.03
현금DPS(원),0,0,15,0,15,25,35,45
현금배당수익률,0.00,0.00,0.18,0.00,0.06,0.13,0.18,0.23
현금배당성향(%),0.00,0.00,17.15,0.00,6.16,1.95,2.47,3.37
발행주식수(보통주),"92,399,753","92,606,819","92,606,819","92,606,819","92,606,819",,,
