주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,910","2,777","2,696","2,396","2,765"
영업이익,70,34,-197,24,44
영업이익(발표기준),70,34,-197,24,44
세전계속사업이익,17,-41,-370,-33,-75
당기순이익,7,-66,-365,-24,-85
  당기순이익(지배),6,-67,-366,-25,-86
  당기순이익(비지배),1,0,1,0,0
자산총계,"3,079","3,048","2,810","2,848","2,941"
부채총계,"1,761","1,728","1,792","1,857","1,834"
자본총계,"1,318","1,321","1,019",991,"1,107"
  자본총계(지배),"1,339","1,342","1,039","1,011","1,126"
  자본총계(비지배),-21,,-20,-20,-19
자본금,626,626,669,708,729
영업활동현금흐름,111,-15,235,-59,235
투자활동현금흐름,-108,-42,-76,-77,-51
재무활동현금흐름,20,38,-138,118,-166
CAPEX,38,39,34,14,21
FCF,73,-54,201,-73,214
이자발생부채,"1,289","1,298","1,361","1,428","1,315"
영업이익률,2.41,1.23,-7.32,1.00,1.59
순이익률,0.22,-2.38,-13.54,-1.02,-3.09
ROE(%),0.42,-4.97,-30.75,-2.43,-8.00
ROA(%),0.20,-2.16,-12.46,-0.87,-2.95
부채비율,133.63,130.79,175.93,187.29,165.67
자본유보율,129.28,123.85,60.83,53.03,50.99
EPS(원),10,-117,-634,-39,-130
PER(배),159.60,N/A,N/A,N/A,N/A
BPS(원),"2,656","2,660","1,900","1,725","1,711"
PBR(배),0.61,0.49,0.75,0.78,0.98
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"57,000,000","57,000,000","61,210,519","65,157,878","67,236,039"
