주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"9,874","9,371","13,297","17,181","18,137"
영업이익,554,363,496,494,"1,023"
영업이익(발표기준),554,363,496,494,"1,023"
세전계속사업이익,574,203,975,521,970
당기순이익,423,144,871,362,666
  당기순이익(지배),287,99,826,338,627
  당기순이익(비지배),136,45,45,23,39
자산총계,"6,801","7,209","10,709","11,241","11,398"
부채총계,"3,783","4,046","6,470","6,725","6,208"
자본총계,"3,018","3,163","4,239","4,516","5,190"
  자본총계(지배),"2,123","2,226","3,176","3,576","4,232"
  자본총계(비지배),895,,"1,063",940,958
자본금,298,298,458,458,458
영업활동현금흐름,518,76,773,822,624
투자활동현금흐름,-235,-313,-416,-156,-420
재무활동현금흐름,-279,281,-269,-190,-395
CAPEX,209,362,521,396,180
FCF,310,-286,252,425,444
이자발생부채,"2,030","2,323","3,794","3,666","3,347"
영업이익률,5.61,3.87,3.73,2.88,5.64
순이익률,4.29,1.53,6.55,2.10,3.67
ROE(%),14.53,4.56,30.57,10.02,16.06
ROA(%),6.26,2.05,9.72,3.29,5.88
부채비율,125.37,127.90,152.65,148.91,119.61
자본유보율,607.29,638.88,681.88,768.15,909.20
EPS(원),"4,813","1,663","10,553","3,691","6,840"
PER(배),5.11,14.55,1.52,4.42,3.69
BPS(원),"35,596","37,327","43,195","48,630","57,550"
PBR(배),0.69,0.65,0.37,0.34,0.44
현금DPS(원),150,150,150,200,300
현금배당수익률,0.61,0.62,0.94,1.23,1.19
현금배당성향(%),3.12,9.02,1.34,4.35,3.52
발행주식수(보통주),"5,960,575","5,960,575","9,164,467","9,164,467","9,164,467"
