주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"8,216","13,579","13,789","13,221","15,863","17,561","19,188","20,907"
영업이익,670,900,998,"1,217",843,"1,210","1,488","1,733"
영업이익(발표기준),670,900,998,"1,217",843,,,
세전계속사업이익,620,554,452,"2,216",665,"1,053","1,342","1,630"
당기순이익,486,368,336,"1,606",435,763,972,"1,188"
  당기순이익(지배),473,423,291,"1,603",358,621,811,978
  당기순이익(비지배),13,-55,46,3,77,,,
자산총계,"6,685","21,864","24,003","24,896","26,060","26,397","27,130","28,102"
부채총계,"3,359","13,766","15,524","14,904","12,465","12,316","12,408","11,952"
자본총계,"3,326","8,098","8,479","9,992","13,596","14,080","15,034","16,371"
  자본총계(지배),"3,051","4,384","4,714","6,237","6,836","7,374","8,094","8,992"
  자본총계(비지배),275,,"3,765","3,756","6,760",,,
자본금,106,112,114,114,114,113,113,112
영업활동현금흐름,54,628,"1,648","1,215",-31,"1,311","1,282","1,633"
투자활동현금흐름,"-1,562","-12,932","-1,507","2,457","-2,830",-500,-735,-710
재무활동현금흐름,"1,351","12,937",277,"-1,095",976,-182,-24,63
CAPEX,686,792,737,"1,192",401,496,529,441
FCF,-633,-164,912,23,-432,663,833,"1,232"
이자발생부채,"1,980","11,070","12,294","11,308","9,091",,,
영업이익률,8.15,6.63,7.24,9.20,5.31,6.89,7.76,8.29
순이익률,5.92,2.71,2.44,12.14,2.74,4.35,5.07,5.68
ROE(%),16.44,11.38,6.39,29.27,5.48,8.74,10.49,11.44
ROA(%),8.37,2.58,1.47,6.57,1.71,2.91,3.63,4.30
부채비율,100.98,169.99,183.10,149.15,91.68,87.47,82.53,73.01
자본유보율,"2,814.70","3,839.31","4,022.61","5,337.63","5,851.94",,,
EPS(원),"2,240","1,954","1,284","7,004","1,565","2,713","3,545","4,272"
PER(배),36.61,36.09,36.78,7.27,25.72,15.59,11.93,9.90
BPS(원),"14,458","19,616","20,601","27,258","29,876","32,226","35,376","39,300"
PBR(배),5.67,3.59,2.29,1.87,1.35,1.31,1.20,1.08
현금DPS(원),300,330,330,345,415,400,420,439
현금배당수익률,0.37,0.47,0.70,0.68,1.03,0.94,0.99,1.04
현금배당성향(%),13.40,17.43,25.99,4.93,26.52,14.73,11.85,10.28
발행주식수(보통주),"21,104,461","22,346,698","22,881,180","22,881,180","22,881,180",,,
