주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"7,604","7,254","5,393","5,639","5,677"
영업이익,189,230,278,339,260
영업이익(발표기준),189,230,278,339,260
세전계속사업이익,87,42,-144,203,58
당기순이익,75,24,-347,275,-3
  당기순이익(지배),75,24,-347,274,-4
  당기순이익(비지배),0,0,0,1,1
자산총계,"8,209","7,950","7,568","6,212","6,549"
부채총계,"5,313","5,074","5,127","3,575","3,951"
자본총계,"2,895","2,875","2,441","2,637","2,598"
  자본총계(지배),"2,882","2,863","2,434","2,629","2,589"
  자본총계(비지배),13,,7,8,9
자본금,146,146,146,146,146
영업활동현금흐름,549,507,672,384,609
투자활동현금흐름,-256,-453,-364,702,-433
재무활동현금흐름,-313,-45,-307,"-1,099",-178
CAPEX,306,448,366,281,575
FCF,243,59,306,104,34
이자발생부채,"2,881","2,977","3,028","2,086","2,104"
영업이익률,2.49,3.17,5.16,6.01,4.58
순이익률,0.98,0.34,-6.43,4.88,-0.05
ROE(%),2.59,0.85,-13.11,10.84,-0.15
ROA(%),0.92,0.30,-4.47,3.99,-0.05
부채비율,183.54,176.47,210.04,135.55,152.11
자본유보율,"2,203.62","2,193.01","1,896.74","2,030.76","2,001.41"
EPS(원),256,84,"-1,192",943,-13
PER(배),60.36,111.23,N/A,8.75,N/A
BPS(원),"10,870","10,796","9,178","9,915","9,762"
PBR(배),1.42,0.86,0.78,0.83,0.82
현금DPS(원),150,150,150,200,200
현금배당수익률,0.97,1.61,2.09,2.42,2.51
현금배당성향(%),53.37,163.40,-11.46,19.32,"-1,358.72"
발행주식수(보통주),"29,116,822","29,116,822","29,116,822","29,116,822","29,116,822"
