주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"6,599","6,263","5,942","5,916","5,787"
영업이익,-253,-292,51,521,130
영업이익(발표기준),-253,-292,51,521,130
세전계속사업이익,-235,-317,-160,441,100
당기순이익,-222,-336,-118,383,84
  당기순이익(지배),-225,-338,-121,381,84
  당기순이익(비지배),3,1,3,2,
자산총계,"5,731","5,994","5,383","5,630","5,987"
부채총계,"3,850","4,247","3,758","3,462","3,692"
자본총계,"1,881","1,747","1,624","2,168","2,295"
  자본총계(지배),"1,861","1,727","1,602","2,168","2,295"
  자본총계(비지배),20,,22,,
자본금,"1,880","1,880",376,376,376
영업활동현금흐름,-29,-225,255,622,314
투자활동현금흐름,-232,-142,-70,-345,-482
재무활동현금흐름,258,370,-179,-300,214
CAPEX,370,423,78,341,436
FCF,-399,-647,178,281,-122
이자발생부채,"2,028","2,582","2,466","2,156","2,440"
영업이익률,-3.83,-4.67,0.87,8.80,2.25
순이익률,-3.36,-5.37,-1.98,6.47,1.44
ROE(%),-11.40,-18.84,-7.29,20.21,3.75
ROA(%),-4.05,-5.74,-2.07,6.95,1.44
부채비율,204.65,243.17,231.35,159.70,160.88
자본유보율,-0.92,-19.01,271.39,370.90,388.44
EPS(원),-598,-899,-322,"1,013",222
PER(배),N/A,N/A,N/A,4.25,18.42
BPS(원),"4,949","4,594","4,261","5,766","6,103"
PBR(배),0.84,0.66,0.56,0.75,0.67
현금DPS(원),0,0,0,100,
현금배당수익률,0.00,0.00,0.00,2.32,
현금배당성향(%),0.00,0.00,0.00,9.88,
발행주식수(보통주),"37,240,693","37,240,693","37,240,693","37,240,693","37,240,693"
