주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,294","2,497","2,010","2,006","2,389","2,476","2,569","2,658"
영업이익,89,131,46,92,157,158,177,188
영업이익(발표기준),89,131,46,92,157,,,
세전계속사업이익,138,201,114,149,226,231,252,265
당기순이익,106,151,86,114,170,177,195,206
  당기순이익(지배),106,151,86,114,170,177,195,206
  당기순이익(비지배),,,,,,,,
자산총계,"4,976","5,080","5,027","5,139","5,436","5,402","5,545","5,698"
부채총계,268,276,183,230,319,256,264,271
자본총계,"4,708","4,805","4,844","4,909","5,118","5,146","5,281","5,427"
  자본총계(지배),"4,708","4,805","4,844","4,909","5,118","5,146","5,281","5,427"
  자본총계(비지배),,,,,,,,
자본금,100,100,100,100,100,100,100,100
영업활동현금흐름,147,116,225,205,188,230,245,256
투자활동현금흐름,-148,-74,-166,-201,-123,-108,-110,-116
재무활동현금흐름,-39,-51,-51,-43,-56,-60,-60,-60
CAPEX,40,135,58,32,36,34,34,37
FCF,107,-19,167,173,151,,,
이자발생부채,3,2,0,4,2,,,
영업이익률,3.89,5.25,2.31,4.61,6.58,6.38,6.89,7.07
순이익률,4.61,6.06,4.26,5.70,7.13,7.15,7.59,7.75
ROE(%),2.25,3.18,1.77,2.34,3.40,3.45,3.74,3.85
ROA(%),2.14,3.01,1.69,2.25,3.22,3.27,3.56,3.67
부채비율,5.68,5.73,3.78,4.68,6.23,4.97,5.00,4.99
자본유보율,"4,398.31","4,510.58","4,562.31","4,622.48","4,741.00",,,
EPS(원),529,756,428,571,852,885,975,"1,030"
PER(배),24.67,15.66,21.09,17.86,13.39,13.16,11.95,11.31
BPS(원),"23,542","24,024","24,220","24,545","25,588","25,730","26,405","27,135"
PBR(배),0.55,0.49,0.37,0.42,0.45,0.45,0.44,0.43
현금DPS(원),250,250,250,250,300,300,300,300
현금배당수익률,1.92,2.11,2.77,2.45,2.63,2.58,2.58,2.58
현금배당성향(%),47.26,33.05,58.45,43.77,35.23,33.90,30.77,29.13
발행주식수(보통주),"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000",,,
