주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,698","1,607","1,608","1,416","1,497"
영업이익,104,18,63,64,79
영업이익(발표기준),104,18,63,64,79
세전계속사업이익,282,107,132,93,149
당기순이익,193,62,93,50,88
  당기순이익(지배),153,31,49,30,43
  당기순이익(비지배),40,31,44,20,46
자산총계,"2,917","2,895","3,089","3,083","3,329"
부채총계,476,456,561,604,661
자본총계,"2,441","2,439","2,528","2,479","2,668"
  자본총계(지배),"1,451","1,463","1,503","1,471","1,524"
  자본총계(비지배),990,976,"1,024","1,008","1,144"
자본금,75,75,75,75,75
영업활동현금흐름,78,117,216,218,34
투자활동현금흐름,23,-110,-138,106,-118
재무활동현금흐름,-49,-35,-61,-57,-47
CAPEX,48,73,58,33,87
FCF,30,44,158,185,-54
이자발생부채,125,133,209,256,276
영업이익률,6.15,1.11,3.92,4.53,5.29
순이익률,11.38,3.83,5.81,3.54,5.90
ROE(%),11.02,2.11,3.32,2.02,2.84
ROA(%),6.77,2.12,3.12,1.62,2.75
부채비율,19.51,18.70,22.20,24.38,24.77
자본유보율,"2,037.52","2,019.91","2,056.63","2,067.13","2,113.19"
EPS(원),"1,025",206,329,201,285
PER(배),4.68,16.64,9.82,15.19,13.11
BPS(원),"10,707","10,796","11,092","10,857","11,249"
PBR(배),0.45,0.32,0.29,0.28,0.33
현금DPS(원),200,150,175,100,175
현금배당수익률,4.17,4.38,5.41,3.28,4.69
현금배당성향(%),17.70,66.14,48.20,45.21,55.72
발행주식수(보통주),"14,934,008","14,934,008","14,934,008","14,934,008","14,934,008"
