주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,464","2,342","2,170","2,215","3,312"
영업이익,62,32,-121,-2,385
영업이익(발표기준),62,32,-121,-2,385
세전계속사업이익,41,10,-251,-354,286
당기순이익,50,11,-238,-348,292
  당기순이익(지배),44,-2,-125,-56,233
  당기순이익(비지배),6,13,-113,-292,59
자산총계,"4,048","3,908","3,899","4,122","4,636"
부채총계,"1,423","1,267","1,476","2,047","1,537"
자본총계,"2,625","2,641","2,423","2,075","3,099"
  자본총계(지배),"1,194","1,182","1,072","1,015","1,272"
  자본총계(비지배),"1,431",,"1,351","1,060","1,827"
자본금,234,234,234,234,234
영업활동현금흐름,158,247,220,183,345
투자활동현금흐름,-87,-113,-188,-265,-340
재무활동현금흐름,-209,-111,-49,230,-88
CAPEX,66,89,116,65,167
FCF,92,158,104,118,179
이자발생부채,792,681,880,"1,090",748
영업이익률,2.53,1.38,-5.58,-0.09,11.63
순이익률,2.02,0.45,-10.96,-15.71,8.81
ROE(%),3.72,-0.20,-11.06,-5.36,20.34
ROA(%),1.20,0.27,-6.09,-8.68,6.66
부채비율,54.18,47.98,60.94,98.67,49.61
자본유보율,355.25,347.75,291.22,270.02,379.70
EPS(원),94,-5,-266,-120,497
PER(배),8.55,N/A,N/A,N/A,4.39
BPS(원),"2,723","2,695","2,443","2,315","2,900"
PBR(배),0.30,0.30,0.30,0.40,0.75
현금DPS(원),20,15,0,0,
현금배당수익률,2.48,1.85,0.00,0.00,
현금배당성향(%),19.86,-281.17,0.00,0.00,
발행주식수(보통주),"46,803,136","46,803,136","46,803,136","46,803,136","46,803,136"
