주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,044","2,269","2,627","3,065","3,187","3,387","3,796","4,146"
영업이익,505,540,668,767,712,743,861,932
영업이익(발표기준),505,540,668,767,712,,,
세전계속사업이익,482,561,664,730,718,708,818,894
당기순이익,397,425,510,579,544,538,630,688
  당기순이익(지배),392,421,506,568,537,535,624,680
  당기순이익(비지배),5,4,4,11,7,,,
자산총계,"2,743","2,787","7,270","8,041","9,003","9,279","9,954","10,442"
부채총계,919,965,"3,640","4,061","3,986","4,043","4,095","4,114"
자본총계,"1,824","1,822","3,630","3,980","5,017","5,236","5,859","6,327"
  자본총계(지배),"1,810","1,794","3,597","3,937","4,945","5,334","5,859","6,455"
  자본총계(비지배),15,,33,43,73,,,
자본금,148,148,157,157,157,158,157,157
영업활동현금흐름,501,621,615,"1,054",607,860,906,968
투자활동현금흐름,-236,-201,"-4,643",-573,"-1,290",-503,-540,-580
재무활동현금흐름,-115,-505,"3,923",-188,466,-129,-116,-166
CAPEX,332,183,"5,039",411,163,230,240,212
FCF,169,439,"-4,423",643,445,423,358,412
이자발생부채,289,186,"2,717","2,752","2,733",,,
영업이익률,24.71,23.80,25.43,25.04,22.33,21.94,22.68,22.48
순이익률,19.41,18.73,19.43,18.89,17.07,15.88,16.61,16.61
ROE(%),23.49,23.36,18.78,15.09,12.10,10.41,11.15,11.04
ROA(%),15.53,15.38,10.15,7.56,6.39,5.88,6.55,6.75
부채비율,50.36,53.00,100.28,102.04,79.44,77.20,69.89,65.03
자본유보율,"1,122.51","1,328.77","2,392.08","2,608.19","3,044.16",,,
EPS(원),"1,319","1,418","1,669","1,806","1,707","1,699","1,982","2,159"
PER(배),25.24,36.59,48.54,57.59,42.77,21.72,18.61,17.09
BPS(원),"6,098","6,175","11,656","12,758","15,708","16,944","18,613","20,506"
PBR(배),5.46,8.40,6.95,8.15,4.65,2.18,1.98,1.80
현금DPS(원),400,450,470,450,450,468,503,580
현금배당수익률,1.20,0.87,0.58,0.43,0.62,1.27,1.36,1.57
현금배당성향(%),30.32,31.06,30.32,29.51,30.70,26.56,24.51,25.93
발행주식수(보통주),"29,672,700","29,672,700","29,672,700","30,118,007","30,382,784",,,
