주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,391","2,267","2,734","4,117","3,678","3,554","4,620","4,862"
영업이익,58,62,253,757,327,231,518,629
영업이익(발표기준),58,62,253,757,327,,,
세전계속사업이익,105,59,238,740,285,242,512,651
당기순이익,7,-30,177,574,143,198,398,483
  당기순이익(지배),7,-30,177,574,143,198,398,483
  당기순이익(비지배),,,,,,,,
자산총계,"3,664","3,601","3,976","4,783","4,984","5,126","5,585","6,034"
부채총계,561,564,849,978,"1,094","1,099","1,196","1,232"
자본총계,"3,103","3,037","3,127","3,805","3,890","4,026","4,388","4,798"
  자본총계(지배),"3,103","3,037","3,127","3,805","3,890","3,970","4,200","4,500"
  자본총계(비지배),,,,,,,,
자본금,220,220,220,220,220,220,220,220
영업활동현금흐름,-154,428,-4,694,255,-418,-654,594
투자활동현금흐름,130,"-1,128",144,-654,-334,-253,-266,-258
재무활동현금흐름,-53,-44,-15,214,-89,932,965,-79
CAPEX,104,266,315,325,371,260,262,264
FCF,-259,162,-319,370,-115,"-1,831","-1,708",444
이자발생부채,136,133,208,265,300,,,
영업이익률,2.44,2.72,9.25,18.39,8.90,6.50,11.22,12.94
순이익률,0.31,-1.31,6.48,13.94,3.90,5.59,8.60,9.93
ROE(%),0.24,-0.97,5.74,16.55,3.73,5.05,9.73,11.10
ROA(%),0.20,-0.82,4.67,13.10,2.94,3.93,7.42,8.31
부채비율,18.08,18.57,27.14,25.70,28.11,27.29,27.26,25.67
자본유보율,"1,395.07","1,380.33","1,421.00","1,676.15","1,703.91",,,
EPS(원),17,-68,403,"1,305",326,452,904,"1,099"
PER(배),316.65,N/A,19.45,10.30,32.94,28.68,14.32,11.79
BPS(원),"7,565","7,403","7,623","8,845","9,042","9,228","9,762","10,460"
PBR(배),0.71,0.95,1.03,1.52,1.19,1.40,1.33,1.24
현금DPS(원),100,100,120,180,150,75,175,225
현금배당수익률,1.87,1.42,1.53,1.34,1.40,0.58,1.35,1.74
현금배당성향(%),551.27,-137.72,27.81,13.50,44.98,16.61,19.35,20.48
발행주식수(보통주),"43,960,757","43,960,757","43,960,757","43,960,757","43,960,757",,,
