주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,496,497,445,433,348
영업이익,-7,-6,-27,2,-39
영업이익(발표기준),-7,-6,-27,2,-39
세전계속사업이익,-6,-6,-28,11,-16
당기순이익,-3,-3,-21,8,-22
  당기순이익(지배),-3,-3,-21,8,-22
  당기순이익(비지배),,,,,
자산총계,412,400,375,383,337
부채총계,119,112,108,107,83
자본총계,293,288,267,276,254
  자본총계(지배),293,288,267,276,254
  자본총계(비지배),,,,,
자본금,60,60,60,60,60
영업활동현금흐름,12,-6,11,6,-22
투자활동현금흐름,6,0,-12,5,57
재무활동현금흐름,-9,1,-1,-4,-4
CAPEX,4,4,5,,12
FCF,8,-10,6,6,-34
이자발생부채,0,1,2,3,1
영업이익률,-1.35,-1.18,-6.17,0.45,-11.09
순이익률,-0.68,-0.67,-4.71,1.91,-6.36
ROE(%),-1.13,-1.14,-7.56,3.04,-8.35
ROA(%),-0.80,-0.82,-5.42,2.18,-6.15
부채비율,40.73,38.94,40.55,38.59,32.54
자본유보율,388.24,379.34,344.23,360.09,323.20
EPS(원),-28,-28,-175,69,-184
PER(배),N/A,N/A,N/A,79.17,N/A
BPS(원),"2,441","2,397","2,221","2,300","2,116"
PBR(배),0.94,2.63,2.09,2.37,2.60
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"12,000,000","12,000,000","12,000,000","12,000,000","12,000,000"
