주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,220,185,133,208,274
영업이익,-7,-17,-16,10,20
영업이익(발표기준),-7,-17,-16,10,20
세전계속사업이익,-30,-7,3,20,41
당기순이익,-30,-7,2,14,37
  당기순이익(지배),-30,-7,2,14,37
  당기순이익(비지배),,,,,
자산총계,599,574,569,578,659
부채총계,38,28,24,38,63
자본총계,561,546,545,541,596
  자본총계(지배),561,546,545,541,596
  자본총계(비지배),,,,,
자본금,79,79,79,79,79
영업활동현금흐름,-24,-2,4,-28,6
투자활동현금흐름,15,11,49,5,-93
재무활동현금흐름,-3,-11,-5,-8,-3
CAPEX,2,4,2,4,6
FCF,-26,-6,2,-32,1
이자발생부채,0,0,0,0,0
영업이익률,-3.27,-9.43,-12.11,4.66,7.30
순이익률,-13.53,-3.69,1.83,6.49,13.51
ROE(%),-5.15,-1.23,0.45,2.49,6.51
ROA(%),-4.80,-1.16,0.43,2.36,5.98
부채비율,6.77,5.08,4.42,6.97,10.55
자본유보율,629.19,607.75,601.73,610.26,652.49
EPS(원),"-1,897",-433,155,860,"2,355"
PER(배),N/A,N/A,133.14,29.14,15.62
BPS(원),"40,868","40,853","40,941","41,546","45,795"
PBR(배),0.48,0.53,0.50,0.60,0.80
현금DPS(원),250,250,250,250,250
현금배당수익률,1.27,1.15,1.21,1.00,0.68
현금배당성향(%),-11.51,-49.13,136.84,24.09,8.79
발행주식수(보통주),"1,570,797","1,570,797","1,570,797","1,570,797","1,570,797"
