주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,087","2,245","2,404","2,148","2,046"
영업이익,337,358,372,216,226
영업이익(발표기준),337,358,372,216,226
세전계속사업이익,334,352,371,230,229
당기순이익,251,274,279,175,184
  당기순이익(지배),251,274,279,175,184
  당기순이익(비지배),,,,,
자산총계,"55,629","59,809","61,929","65,318","69,442"
부채총계,"51,581","55,079","56,952","60,224","64,283"
자본총계,"4,048","4,730","4,977","5,094","5,159"
  자본총계(지배),"4,048","4,730","4,977","5,094","5,159"
  자본총계(비지배),,,,,
자본금,"1,106","1,606","1,606","1,606","1,606"
영업활동현금흐름,230,-166,-88,-813,"1,559"
투자활동현금흐름,"-1,133",-839,345,-378,"-1,946"
재무활동현금흐름,"1,020","1,023",-444,"1,226",383
CAPEX,36,59,69,33,39
FCF,,,,,
이자발생부채,"3,074","3,651","3,280","4,564","5,025"
영업이익률,16.16,15.93,15.47,10.07,11.05
순이익률,12.05,12.22,11.62,8.16,9.02
ROE(%),6.79,6.25,5.75,3.48,3.60
ROA(%),0.47,0.48,0.46,0.27,0.27
부채비율,"1,274.24","1,164.49","1,144.30","1,182.16","1,245.92"
자본유보율,265.86,194.44,209.82,217.12,221.17
EPS(원),"1,127","1,162",869,545,574
PER(배),6.30,4.01,4.66,6.07,10.68
BPS(원),"18,138","14,722","15,491","15,856","16,059"
PBR(배),0.39,0.32,0.26,0.21,0.38
현금DPS(원),99,100,100,100,100
현금배당수익률,1.40,2.15,2.47,3.02,1.63
현금배당성향(%),8.80,11.71,11.50,18.34,17.42
발행주식수(보통주),"22,317,976","32,128,774","32,128,774","32,128,774","32,128,774"
