주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"8,471","9,093","6,849","6,797","8,131","8,506","9,373","10,574"
영업이익,220,445,174,264,486,545,674,854
영업이익(발표기준),220,445,174,264,486,,,
세전계속사업이익,-8,266,183,308,619,662,787,970
당기순이익,-41,138,137,240,463,516,614,756
  당기순이익(지배),-63,0,108,196,420,495,602,741
  당기순이익(비지배),22,138,28,45,43,,,
자산총계,"9,311","9,476","8,884","8,826","9,931","9,874","10,648",
부채총계,"4,100","4,350","3,930","3,659","4,196","3,820","4,030",
자본총계,"5,212","5,126","4,954","5,167","5,735","6,054","6,618",
  자본총계(지배),"4,854","4,806","4,806","4,980","5,507","5,858","6,422",
  자본총계(비지배),358,,149,187,229,,,
자본금,117,119,121,123,126,123,123,
영업활동현금흐름,355,296,513,345,248,354,763,
투자활동현금흐름,-129,-128,-226,98,-176,-438,-483,
재무활동현금흐름,-404,-128,-268,-398,102,-138,12,
CAPEX,223,173,300,131,172,425,469,
FCF,132,123,213,214,76,-78,287,
이자발생부채,"2,615","2,736","2,588","2,271","2,509",,,
영업이익률,2.59,4.89,2.55,3.88,5.98,6.41,7.19,8.08
순이익률,-0.48,1.52,1.99,3.54,5.70,6.07,6.55,7.15
ROE(%),-1.29,0.01,2.25,4.00,8.01,8.71,9.80,
ROA(%),-0.43,1.47,1.49,2.72,4.94,5.21,5.98,
부채비율,78.66,84.86,79.32,70.82,73.17,63.10,60.89,
자본유보율,"4,361.32","4,269.26","4,169.29","4,228.12","4,462.36",,,
EPS(원),-247,1,423,765,"1,643","1,936","2,354","2,898"
PER(배),N/A,"6,010.34",16.92,18.74,16.86,11.85,9.75,7.92
BPS(원),"25,253","25,255","25,253","26,306","29,088","30,525","33,464",
PBR(배),0.20,0.22,0.28,0.55,0.95,0.75,0.69,
현금DPS(원),46,140,142,145,196,150,150,
현금배당수익률,0.91,2.47,1.99,1.01,0.71,0.65,0.65,
현금배당성향(%),-13.48,"10,778.25",24.54,13.81,8.79,7.75,6.37,
발행주식수(보통주),"25,568,270","25,568,270","25,568,270","25,568,270","25,568,270",,,
