주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,845","3,787","3,919","3,490","3,970"
영업이익,359,207,157,79,122
영업이익(발표기준),359,207,157,79,122
세전계속사업이익,312,154,128,21,148
당기순이익,241,99,55,-23,104
  당기순이익(지배),230,82,41,-27,98
  당기순이익(비지배),11,17,14,3,6
자산총계,"3,980","4,293","4,523","4,400","4,936"
부채총계,"2,266","2,558","2,754","2,698","3,052"
자본총계,"1,714","1,735","1,769","1,702","1,885"
  자본총계(지배),"1,663","1,678","1,701","1,636","1,818"
  자본총계(비지배),52,,67,66,67
자본금,107,107,107,107,107
영업활동현금흐름,298,170,74,190,205
투자활동현금흐름,-499,-309,14,-237,-299
재무활동현금흐름,374,201,51,18,93
CAPEX,406,180,203,179,238
FCF,-108,-10,-129,10,-34
이자발생부채,"1,516","1,752","1,916","1,958","2,169"
영업이익률,9.35,5.47,4.00,2.25,3.07
순이익률,6.28,2.62,1.40,-0.66,2.61
ROE(%),14.50,4.91,2.40,-1.60,5.67
ROA(%),6.43,2.40,1.25,-0.52,2.22
부채비율,132.16,147.48,155.68,158.57,161.94
자본유보율,"1,611.30","1,621.32","1,617.39","1,587.48","1,679.83"
EPS(원),"1,073",382,189,-124,456
PER(배),7.08,11.06,18.58,N/A,8.51
BPS(원),"8,587","8,669","8,788","8,451","9,389"
PBR(배),0.89,0.49,0.40,0.38,0.41
현금DPS(원),170,100,100,50,80
현금배당수익률,2.24,2.37,2.85,1.56,2.06
현금배당성향(%),14.29,23.63,47.72,-36.37,15.82
발행주식수(보통주),"21,471,450","21,471,450","21,471,450","21,471,450","21,471,450"
