주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"37,249","29,714","30,841","31,834","35,821","44,305","48,290","53,470"
영업이익,"1,594","-1,089",844,467,-268,"1,632","1,895","2,290"
영업이익(발표기준),"1,594","-1,089",844,467,-268,,,
세전계속사업이익,"3,346",667,"2,478","1,538","2,008","4,120","4,495","4,700"
당기순이익,"2,723",462,"2,074",854,"1,701","3,395","3,680","4,130"
  당기순이익(지배),"2,446","1,107","2,330","1,326","1,242","2,485","2,765","3,180"
  당기순이익(비지배),277,-645,-256,-473,459,,,
자산총계,"48,037","47,216","48,327","50,009","55,210","59,800","64,425","72,200"
부채총계,"13,342","12,142","11,342","12,887","16,187","17,525","18,365","20,750"
자본총계,"34,695","35,074","36,985","37,121","39,023","42,275","46,055","51,450"
  자본총계(지배),"29,658","30,412","32,565","33,212","34,606","36,990","39,860","44,200"
  자본총계(비지배),"5,037",,"4,420","3,909","4,417",,,
자본금,92,92,92,92,92,90,90,90
영업활동현금흐름,"1,838","1,190","2,069","2,530",381,"2,905","2,475","4,670"
투자활동현금흐름,"-3,786","-1,757","-1,567","-2,313","-2,032","-3,045",-710,"-2,010"
재무활동현금흐름,"1,809",550,-741,179,934,700,170,330
CAPEX,"4,287","1,126",826,"1,062","1,432","1,200","1,200",
FCF,"-2,449",65,"1,243","1,468","-1,051",760,345,"1,630"
이자발생부채,"3,139","2,943","2,245","2,716","3,717",,,
영업이익률,4.28,-3.67,2.74,1.47,-0.75,3.69,3.92,4.28
순이익률,7.31,1.56,6.73,2.68,4.75,7.66,7.62,7.72
ROE(%),8.60,3.69,7.40,4.03,3.66,6.94,7.20,7.57
ROA(%),6.09,0.97,4.34,1.74,3.23,5.90,5.92,6.05
부채비율,38.46,34.62,30.67,34.72,41.48,41.45,39.88,40.33
자본유보율,"31,994.86","33,132.32","35,443.81","36,410.82","37,677.39",,,
EPS(원),"132,786","60,108","126,504","72,005","67,409","134,905","150,105","172,635"
PER(배),8.09,12.39,5.10,7.47,9.72,4.85,4.36,3.79
BPS(원),"1,724,178","1,768,014","1,893,161","1,930,799","2,011,831","2,150,414","2,317,261","2,569,567"
PBR(배),0.62,0.42,0.34,0.28,0.33,0.30,0.28,0.25
현금DPS(원),"10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000"
현금배당수익률,0.93,1.34,1.55,1.86,1.53,1.53,1.53,1.53
현금배당성향(%),7.03,15.54,7.38,12.97,13.85,7.41,6.66,5.79
발행주식수(보통주),"1,842,040","1,842,040","1,842,040","1,842,040","1,842,040",,,
