주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,632","2,756","2,808","3,189","3,487"
영업이익,203,215,310,428,235
영업이익(발표기준),203,215,310,428,235
세전계속사업이익,154,215,314,418,261
당기순이익,115,180,268,361,237
  당기순이익(지배),115,180,268,361,237
  당기순이익(비지배),,,,,
자산총계,"1,960","2,055","2,258","2,686","3,275"
부채총계,809,738,688,765,"1,126"
자본총계,"1,151","1,317","1,570","1,922","2,150"
  자본총계(지배),"1,151","1,317","1,570","1,922","2,150"
  자본총계(비지배),,,,,
자본금,23,23,23,23,23
영업활동현금흐름,335,264,425,460,320
투자활동현금흐름,-162,-176,-250,-206,-633
재무활동현금흐름,-119,-80,-181,-92,317
CAPEX,122,176,131,130,368
FCF,213,88,294,330,-48
이자발생부채,402,333,292,239,579
영업이익률,7.70,7.79,11.04,13.42,6.74
순이익률,4.37,6.53,9.55,11.30,6.79
ROE(%),10.51,14.58,18.57,20.65,11.64
ROA(%),5.93,8.96,12.43,14.58,7.95
부채비율,70.34,56.05,43.80,39.78,52.37
자본유보율,"4,952.47","5,690.31","6,807.63","8,348.61","9,345.38"
EPS(원),"2,517","3,938","5,870","7,892","5,186"
PER(배),13.86,7.07,5.79,6.67,8.63
BPS(원),"25,194","28,841","34,388","42,083","47,071"
PBR(배),1.39,0.97,0.99,1.25,0.95
현금DPS(원),200,200,200,200,200
현금배당수익률,0.57,0.72,0.59,0.38,0.45
현금배당성향(%),7.94,5.08,3.41,2.53,3.86
발행주식수(보통주),"4,568,286","4,568,286","4,568,286","4,568,286","4,568,286"
