주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"63,466","91,583","100,974","112,948","135,532","186,151","224,681","266,236"
영업이익,"1,169","7,150","4,622","6,713","10,676","16,403","20,988","25,732"
영업이익(발표기준),"1,169","7,150","4,622","6,713","10,676",,,
세전계속사업이익,"8,241","10,362","5,646","8,034","16,633","22,519","27,156","31,658"
당기순이익,"6,432","7,450","4,024","6,310","12,504","17,319","20,748","24,257"
  당기순이익(지배),"6,572","7,012","3,565","5,747","11,698","16,360","19,619","23,179"
  당기순이익(비지배),-140,439,458,562,806,,,
자산총계,"157,417","193,497","198,521","215,342","258,332","290,516","324,692","362,985"
부채총계,"42,897","71,245","71,918","81,753","106,365","120,449","133,058","146,570"
자본총계,"114,520","122,252","126,603","133,589","151,967","170,066","191,634","216,415"
  자본총계(지배),"112,573","119,340","123,249","129,776","147,043","165,020","186,232","210,424"
  자본총계(비지배),"1,947",,"3,354","3,813","4,924",,,
자본금,"3,567","3,567","3,567","3,567","3,567","3,576","3,583","3,589"
영업활동현금흐름,"-2,501","2,606","9,231","19,488","21,760","20,184","28,087","33,575"
투자활동현금흐름,893,"-17,047","-15,351","-17,784","-19,495","-24,775","-27,060","-31,845"
재무활동현금흐름,"3,534","17,561","2,389","2,406","5,827","2,751",596,968
CAPEX,"9,915","21,461","18,983","17,283","22,547","25,256","26,474","30,054"
FCF,"-12,416","-18,855","-9,752","2,206",-787,"-3,922","2,878","5,241"
이자발생부채,"14,246","32,537","36,051","39,593","46,565",,,
영업이익률,1.84,7.81,4.58,5.94,7.88,8.81,9.34,9.66
순이익률,10.13,8.13,3.98,5.59,9.23,9.30,9.23,9.11
ROE(%),5.98,6.05,2.94,4.54,8.45,10.48,11.17,11.69
ROA(%),4.20,4.25,2.05,3.05,5.28,6.31,6.74,7.05
부채비율,37.46,58.28,56.81,61.20,69.99,70.82,69.43,67.73
자본유보율,"2,983.72","3,266.07","3,338.50","3,481.82","3,789.74",,,
EPS(원),"9,338","9,962","5,066","8,166","16,621","23,245","27,875","32,933"
PER(배),21.90,21.98,46.59,76.91,39.41,25.34,21.13,17.89
BPS(원),"168,339","178,459","184,305","194,065","219,885","246,767","278,487","314,664"
PBR(배),1.21,1.23,1.28,3.24,2.98,2.39,2.12,1.87
현금DPS(원),"1,000","1,000","1,000","1,000","1,000","1,007","1,013","1,053"
현금배당수익률,0.49,0.46,0.42,0.16,0.15,0.17,0.17,0.18
현금배당성향(%),10.19,9.55,18.78,11.65,5.72,4.23,3.55,3.13
발행주식수(보통주),"68,764,530","68,764,530","68,764,530","68,764,530","68,764,530",,,
