주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"6,128","7,375","8,173","2,769","2,267"
영업이익,455,433,-237,"-1,777","-1,485"
영업이익(발표기준),455,433,-237,"-1,777","-1,485"
세전계속사업이익,421,428,-613,"-1,809","-2,076"
당기순이익,371,338,-477,"-1,444","-1,634"
  당기순이익(지배),297,248,-295,-855,-769
  당기순이익(비지배),74,90,-181,-589,-865
자산총계,"3,014","4,975","8,710","7,661","8,053"
부채총계,"2,089","2,126","6,252","6,284","7,160"
자본총계,925,"2,849","2,458","1,377",892
  자본총계(지배),835,"1,852","1,612",763,537
  자본총계(비지배),90,,846,615,355
자본금,355,377,383,383,547
영업활동현금흐름,"1,081",275,"1,259",-667,323
투자활동현금흐름,-162,-762,"-1,296",-505,-293
재무활동현금흐름,-4,"1,518",-964,259,-109
CAPEX,136,263,363,211,35
FCF,946,12,896,-877,288
이자발생부채,88,21,"3,609","3,653","3,369"
영업이익률,7.43,5.87,-2.90,-64.19,-65.50
순이익률,6.06,4.59,-5.83,-52.15,-72.08
ROE(%),45.49,18.49,-17.06,-71.98,-118.36
ROA(%),15.57,8.47,-6.97,-17.64,-20.80
부채비율,225.88,74.63,254.38,456.23,802.48
자본유보율,135.33,390.99,320.51,98.88,-12.38
EPS(원),381,302,-341,-980,-875
PER(배),8.51,7.31,N/A,N/A,N/A
BPS(원),"1,035","2,159","1,850",875,491
PBR(배),3.14,1.02,0.87,1.09,2.00
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"80,669,091","85,759,388","87,173,359","87,173,361","109,472,167"
