주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"33,750","34,779","34,217","27,479","33,257","38,505","41,570","44,723"
영업이익,"1,565","1,811","2,058","2,049","2,482","3,057","3,415","3,779"
영업이익(발표기준),"1,565","1,811","2,058","2,049","2,482",,,
세전계속사업이익,"1,653","1,905","2,098","1,969","2,596","3,141","3,512","3,885"
당기순이익,"1,284","1,319","1,395","1,583","1,676","2,195","2,456","2,712"
  당기순이익(지배),"1,272","1,297","1,381","1,574","1,655","2,174","2,420","2,677"
  당기순이익(비지배),12,22,14,9,21,,,
자산총계,"22,383","21,721","22,528","22,425","25,421","26,868","29,398","31,876"
부채총계,"13,823","12,793","12,960","12,269","14,148","14,991","15,927","16,829"
자본총계,"8,560","8,928","9,568","10,155","11,273","11,877","13,471","15,048"
  자본총계(지배),"8,461","8,826","9,466","10,075","11,171","12,173","13,535","15,092"
  자본총계(비지배),99,,102,80,101,,,
자본금,230,230,230,230,230,230,230,230
영업활동현금흐름,391,"2,240","2,000","2,195","2,495","2,549","2,740","2,883"
투자활동현금흐름,-146,-875,-241,"-1,114",329,-373,-481,-407
재무활동현금흐름,-527,-964,"-1,357","-1,454","-1,486","-1,136","-1,166","-1,282"
CAPEX,207,203,234,125,139,267,288,263
FCF,183,"2,037","1,766","2,070","2,356","2,162","2,312","2,417"
이자발생부채,133,176,"1,692","1,696","2,046",,,
영업이익률,4.64,5.21,6.02,7.46,7.46,7.94,8.21,8.45
순이익률,3.80,3.79,4.08,5.76,5.04,5.70,5.91,6.06
ROE(%),15.80,15.01,15.09,16.11,15.58,18.62,18.83,18.70
ROA(%),5.85,5.98,6.30,7.04,7.01,8.40,8.73,8.85
부채비율,161.49,143.29,135.44,120.82,125.51,126.22,118.23,111.84
자본유보율,"5,290.76","5,505.72","5,735.51","6,065.18","6,385.50",,,
EPS(원),"1,105","1,128","1,200","1,368","1,438","1,889","2,104","2,327"
PER(배),19.18,19.96,20.04,15.06,15.88,13.42,12.05,10.89
BPS(원),"8,354","8,715","9,347","9,948","11,030","12,020","13,364","14,901"
PBR(배),2.54,2.58,2.57,2.07,2.07,2.11,1.90,1.70
현금DPS(원),760,770,820,840,990,"1,062","1,150","1,236"
현금배당수익률,3.58,3.42,3.41,4.08,4.33,4.19,4.54,4.88
현금배당성향(%),60.53,60.12,60.16,54.05,60.59,56.23,54.66,53.11
발행주식수(보통주),"115,041,225","115,041,225","115,041,225","115,041,225","115,041,225",,,
