주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,187","3,286","2,500","2,950","3,598"
영업이익,110,272,323,429,572
영업이익(발표기준),110,272,323,429,572
세전계속사업이익,311,260,414,625,713
당기순이익,299,242,311,518,577
  당기순이익(지배),272,215,311,518,577
  당기순이익(비지배),27,27,,,
자산총계,"2,901","2,455","2,807","3,290","3,724"
부채총계,829,479,561,614,764
자본총계,"2,072","1,977","2,246","2,676","2,960"
  자본총계(지배),"1,811","1,977","2,246","2,676","2,960"
  자본총계(비지배),261,,,,
자본금,80,80,67,67,67
영업활동현금흐름,306,374,197,551,551
투자활동현금흐름,-233,-158,-318,-323,-226
재무활동현금흐름,-221,-11,-17,-98,-330
CAPEX,255,310,421,427,288
FCF,50,64,-224,124,262
이자발생부채,291,3,6,7,4
영업이익률,3.45,8.27,12.90,14.54,15.88
순이익률,9.38,7.37,12.45,17.58,16.05
ROE(%),14.93,11.37,14.74,21.07,20.49
ROA(%),9.64,9.04,11.83,17.01,16.47
부채비율,40.03,24.21,25.00,22.94,25.82
자본유보율,"2,132.69","2,326.05","3,246.25","3,868.20","4,335.06"
EPS(원),"4,878","4,184","6,164","10,365","11,618"
PER(배),7.11,9.47,9.25,11.72,17.52
BPS(원),"35,278","39,265","44,134","53,838","59,795"
PBR(배),0.98,1.01,1.29,2.26,3.40
현금DPS(원),0,770,654,700,"6,000"
현금배당수익률,0.00,1.94,1.15,0.58,2.95
현금배당성향(%),0.00,17.98,10.64,6.71,51.45
발행주식수(보통주),"5,151,757","5,034,823","5,088,000","4,970,000","4,970,000"
