주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"33,179","35,245","36,736","41,182","35,446"
영업이익,"1,011","1,213",-709,-310,"1,294"
영업이익(발표기준),"1,011","1,213",-709,-310,"1,294"
세전계속사업이익,"1,013","1,211",-720,-325,"1,565"
당기순이익,746,913,-512,-242,"1,199"
  당기순이익(지배),746,913,-512,-242,"1,199"
  당기순이익(비지배),,,,,
자산총계,"128,022","142,150","162,673","163,482","189,112"
부채총계,"122,549","136,517","153,014","154,016","179,092"
자본총계,"5,473","5,633","9,658","9,465","10,020"
  자본총계(지배),"5,473","5,633","9,658","9,465","10,020"
  자본총계(비지배),,,,,
자본금,"1,343","1,343","3,103","3,103","3,103"
영업활동현금흐름,"1,981","4,226","-1,201",648,"1,269"
투자활동현금흐름,"-3,421","-3,437","-3,444",48,-488
재무활동현금흐름,856,461,"3,969",164,-921
CAPEX,147,248,218,157,236
FCF,,,,,
이자발생부채,"2,473","3,072","3,370","3,868","3,191"
영업이익률,3.05,3.44,-1.93,-0.75,3.65
순이익률,2.25,2.59,-1.39,-0.59,3.38
ROE(%),14.24,16.44,-6.69,-2.53,12.30
ROA(%),0.62,0.68,-0.34,-0.15,0.68
부채비율,"2,239.35","2,423.35","1,584.25","1,627.15","1,787.30"
자본유보율,308.39,320.37,211.59,205.37,223.25
EPS(원),556,680,-300,-78,386
PER(배),5.22,3.88,N/A,N/A,4.19
BPS(원),"4,113","4,234","3,125","3,062","3,242"
PBR(배),0.71,0.62,0.66,0.57,0.50
현금DPS(원),20,0,0,0,
현금배당수익률,0.69,0.00,0.00,0.00,
현금배당성향(%),3.56,0.00,0.00,0.00,
발행주식수(보통주),"134,280,000","134,280,000","310,336,320","310,336,320","310,336,320"
