주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"17,587","17,151","17,012","24,162","23,088","28,523","31,734","34,905"
영업이익,"5,850","6,149","4,790","8,248","3,752","7,079","8,473","9,313"
영업이익(발표기준),"5,850","6,149","4,790","8,248","3,752",,,
세전계속사업이익,"6,102","6,374","4,962","8,033","4,913","7,784","9,343","10,477"
당기순이익,"4,440","4,215","3,592","5,866","3,957","5,940","7,153","8,010"
  당기순이익(지배),"4,410","4,182","3,582","5,874","3,969","5,981","7,068","7,833"
  당기순이익(비지배),31,33,10,-8,-12,,,
자산총계,"35,266","29,413","33,464","40,812","45,819","50,532","57,808","65,526"
부채총계,"7,973","5,623","8,342","9,365","14,307","14,966","16,770","18,520"
자본총계,"27,292","23,790","25,122","31,447","31,512","35,566","41,039","47,007"
  자본총계(지배),"27,212","23,677","24,992","31,416","31,488","36,059","41,492","47,834"
  자본총계(비지배),80,,130,31,24,,,
자본금,110,110,110,110,110,110,110,110
영업활동현금흐름,"5,952","3,528","3,922","7,076","3,911","6,755","8,262","8,771"
투자활동현금흐름,"-4,596",683,"-2,342","-6,956","-1,881","-2,543","-2,639","-2,949"
재무활동현금흐름,-797,"-4,244",-457,"-1,593","-1,124","-1,087","-1,129",-946
CAPEX,288,267,510,644,"2,866","1,395","1,536","2,158"
FCF,"5,664","3,261","3,412","6,432","1,045","5,264","6,551","4,000"
이자발생부채,"1,498","1,551","3,578","3,375","7,728",,,
영업이익률,33.26,35.85,28.16,34.14,16.25,24.82,26.70,26.68
순이익률,25.25,24.57,21.11,24.28,17.14,20.83,22.54,22.95
ROE(%),19.14,16.43,14.72,20.83,12.62,17.71,18.23,17.54
ROA(%),15.09,13.03,11.42,15.80,9.14,12.33,13.20,12.99
부채비율,29.21,23.64,33.21,29.78,45.40,42.08,40.86,39.40
자본유보율,"21,318.41","23,669.54","25,668.24","29,973.39","31,929.17",,,
EPS(원),"20,104","19,061","16,320","26,756","18,078","27,245","32,195","35,680"
PER(배),22.26,24.47,33.15,34.80,35.57,16.13,13.65,12.32
BPS(원),"128,056","114,980","121,275","152,449","155,059","177,566","204,321","235,547"
PBR(배),3.49,4.06,4.46,6.11,4.15,2.48,2.15,1.87
현금DPS(원),"7,280","6,050","5,220","8,550","5,860","7,716","8,197","7,832"
현금배당수익률,1.63,1.30,0.96,0.92,0.91,1.76,1.86,1.78
현금배당성향(%),35.08,29.79,30.03,30.00,29.98,28.32,25.46,21.95
발행주식수(보통주),"21,939,022","21,939,022","21,954,022","21,954,022","21,954,022",,,
