주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,951","4,130","4,122","3,876","4,121"
영업이익,293,248,125,160,191
영업이익(발표기준),293,248,125,160,191
세전계속사업이익,360,166,-5,138,44
당기순이익,292,157,9,96,23
  당기순이익(지배),293,159,9,96,24
  당기순이익(비지배),-1,-2,0,0,-1
자산총계,"4,898","4,682","4,669","4,464","4,488"
부채총계,"3,278","2,910","2,699","2,387","2,370"
자본총계,"1,621","1,772","1,970","2,077","2,118"
  자본총계(지배),"1,627","1,781","1,967","2,074","2,118"
  자본총계(비지배),-6,,3,3,0
자본금,706,706,706,706,706
영업활동현금흐름,298,287,-41,292,-50
투자활동현금흐름,283,-18,64,-40,42
재무활동현금흐름,-567,-298,-7,-262,10
CAPEX,32,38,26,33,33
FCF,266,249,-67,260,-83
이자발생부채,"2,731","2,471","2,277","1,918","1,942"
영업이익률,7.41,6.01,3.02,4.14,4.64
순이익률,7.39,3.81,0.22,2.48,0.55
ROE(%),26.41,9.32,0.49,4.74,1.13
ROA(%),6.10,3.28,0.19,2.11,0.51
부채비율,202.25,164.29,136.99,114.92,111.94
자본유보율,175.53,200.14,212.47,226.10,229.51
EPS(원),323,113,6,68,17
PER(배),4.37,10.53,155.66,14.10,66.47
BPS(원),"1,379","1,509","1,502","1,583","1,617"
PBR(배),1.02,0.79,0.67,0.60,0.69
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"141,144,600","141,144,600","141,144,600","141,144,600","141,144,600"
