주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)"
매출액,"16,021","17,067","18,517","16,105","17,931","19,917","20,934"
영업이익,"1,101","1,195",875,771,"1,589","1,793","1,910"
영업이익(발표기준),"1,101","1,195",875,771,"1,589",,
세전계속사업이익,"1,019","1,202","1,005",545,"1,994","1,793","1,910"
당기순이익,700,813,694,286,"1,362","1,359","1,448"
  당기순이익(지배),736,832,676,173,"1,186","1,087","1,158"
  당기순이익(비지배),-37,-19,18,113,175,,
자산총계,"15,948","16,518","24,171","24,794","25,411","27,082","28,282"
부채총계,"4,915","4,684","10,256","10,650","10,428","10,523","10,427"
자본총계,"11,033","11,834","13,915","14,144","14,984","16,559","17,855"
  자본총계(지배),"10,925","11,733","12,213","12,335","13,349","14,303","15,309"
  자본총계(비지배),108,,"1,702","1,809","1,635",,
자본금,"1,462","1,462","1,462","1,462","1,462","1,462","1,462"
영업활동현금흐름,"1,195","1,247","1,516","3,056","3,108","1,336","1,534"
투자활동현금흐름,-287,"1,390","-2,409","-2,696","-1,263",-651,-656
재무활동현금흐름,-850,-536,28,497,"-1,123",599,599
CAPEX,"1,055",491,568,533,802,0,0
FCF,140,756,947,"2,523","2,307",,
이자발생부채,"2,269","1,858","7,010","7,810","6,401",,
영업이익률,6.88,7.00,4.73,4.78,8.86,9.00,9.12
순이익률,4.37,4.77,3.75,1.78,7.59,6.82,6.92
ROE(%),6.87,7.35,5.65,1.41,9.24,7.86,7.82
ROA(%),4.41,5.01,3.41,1.17,5.42,5.18,5.23
부채비율,44.55,39.58,73.70,75.30,69.59,63.55,58.40
자본유보율,672.28,717.69,751.83,754.06,826.17,,
EPS(원),"2,519","2,846","2,313",592,"4,057","3,718","3,960"
PER(배),12.43,8.73,8.00,24.83,4.25,5.21,4.89
BPS(원),"37,363","40,126","41,768","43,342","46,904","50,256","53,791"
PBR(배),0.84,0.62,0.44,0.34,0.37,0.39,0.36
현금DPS(원),500,500,500,500,600,500,500
현금배당수익률,1.60,2.01,2.70,3.40,3.48,2.58,2.58
현금배당성향(%),19.85,17.57,21.61,82.21,14.39,13.45,12.63
발행주식수(보통주),"29,240,000","29,240,000","29,240,000","29,240,000","29,240,000",,
