주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"2,009","2,000","1,814","1,715","1,822"
영업이익,175,117,108,172,178
영업이익(발표기준),175,117,108,172,178
세전계속사업이익,148,121,101,143,171
당기순이익,118,96,74,106,150
  당기순이익(지배),118,96,74,106,150
  당기순이익(비지배),,,,,
자산총계,"1,509","1,547","1,720","1,811","2,486"
부채총계,807,776,860,864,"1,401"
자본총계,702,771,859,947,"1,085"
  자본총계(지배),702,771,859,947,"1,085"
  자본총계(비지배),,,,,
자본금,298,298,298,298,298
영업활동현금흐름,183,63,104,208,139
투자활동현금흐름,-85,-46,-49,-129,-387
재무활동현금흐름,-104,-51,99,-90,483
CAPEX,82,59,53,125,389
FCF,101,4,51,83,-250
이자발생부채,453,429,513,446,961
영업이익률,8.71,5.83,5.98,10.06,9.75
순이익률,5.88,4.81,4.07,6.18,8.24
ROE(%),18.34,13.07,9.05,11.72,14.78
ROA(%),7.79,6.30,4.52,6.00,6.99
부채비율,114.88,100.75,100.09,91.20,129.03
자본유보율,135.37,162.64,188.25,217.52,263.98
EPS(원),198,161,124,177,252
PER(배),5.10,18.41,24.75,14.03,8.14
BPS(원),"1,177","1,318","1,440","1,587","1,819"
PBR(배),0.86,2.25,2.12,1.57,1.13
현금DPS(원),20,20,20,20,20
현금배당수익률,1.98,0.67,0.65,0.80,0.98
현금배당성향(%),10.09,12.15,16.18,11.27,7.94
발행주식수(보통주),"59,667,486","59,667,486","59,667,486","59,667,486","59,667,486"
