주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"14,501","14,702","18,738","20,555","24,499","28,420","31,570","34,760"
영업이익,"1,226","1,546","1,538","1,531","1,443","1,750","2,060","2,360"
영업이익(발표기준),"1,226","1,546","1,538","1,531","1,443",,,
세전계속사업이익,"1,244","1,632","1,702",963,"1,467",,,
당기순이익,928,993,777,529,"1,011",,,
  당기순이익(지배),492,601,292,169,582,980,770,900
  당기순이익(비지배),435,392,485,360,429,,,
자산총계,"17,424","21,730","25,648","27,304","30,838",,,
부채총계,"8,644","11,330","13,412","14,808","17,633",,,
자본총계,"8,779","10,400","12,236","12,496","13,204",,,
  자본총계(지배),"5,579","6,443","6,857","7,059","7,469",,,
  자본총계(비지배),"3,201","3,957","5,379","5,437","5,735",,,
자본금,189,189,189,189,189,,,
영업활동현금흐름,"1,289","2,484","2,610","3,093","2,295",,,
투자활동현금흐름,-242,"-2,644","-3,540","-2,074","-3,283",,,
재무활동현금흐름,414,272,"1,573",411,266,,,
CAPEX,785,"1,067","1,685","1,513","2,085",,,
FCF,504,"1,417",926,"1,580",210,,,
이자발생부채,"3,828","5,246","5,645","6,584","8,209",,,
영업이익률,8.46,10.52,8.21,7.45,5.89,6.16,6.53,6.79
순이익률,6.40,6.75,4.15,2.57,4.13,,,
ROE(%),9.21,10.01,4.39,2.43,8.01,,,
ROA(%),5.89,5.07,3.28,2.00,3.48,,,
부채비율,98.46,108.94,109.61,118.50,133.54,,,
자본유보율,"3,025.16","3,316.55","3,525.26","3,645.52","3,895.91",,,
EPS(원),"1,299","1,588",771,446,"1,535","2,587","2,033","2,376"
PER(배),11.27,11.31,27.11,43.58,10.42,6.38,8.12,6.95
BPS(원),"15,731","17,008","18,100","18,647","20,046",,,
PBR(배),0.93,1.06,1.15,1.04,0.80,,,
현금DPS(원),130,180,230,270,375,,,
현금배당수익률,0.89,1.00,1.10,1.39,2.34,,,
현금배당성향(%),9.37,11.34,29.83,60.45,24.03,,,
발행주식수(보통주),"37,882,300","37,882,300","37,882,300","37,882,300","37,882,300",,,
