주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)"
매출액,"2,622","3,213","3,303","2,952","4,053","4,899","5,086"
영업이익,196,194,103,39,277,458,507
영업이익(발표기준),196,194,103,39,277,,
세전계속사업이익,236,162,73,40,269,479,530
당기순이익,175,123,54,30,218,364,403
  당기순이익(지배),175,123,54,30,217,363,403
  당기순이익(비지배),0,0,0,0,0,,
자산총계,"3,538","3,410","3,387","3,179","3,691","4,012","4,396"
부채총계,"1,593","1,436","1,411","1,197","1,485","1,560","1,598"
자본총계,"1,945","1,973","1,976","1,983","2,206","2,452","2,798"
  자본총계(지배),"1,944","1,972","1,976","1,982","2,205","2,451","2,797"
  자본총계(비지배),2,,0,0,0,,
자본금,380,380,380,380,380,380,380
영업활동현금흐름,429,343,-23,399,150,362,463
투자활동현금흐름,-583,-181,-69,-59,7,-142,-13
재무활동현금흐름,136,-185,69,-323,-76,-123,-74
CAPEX,480,152,40,25,23,25,25
FCF,-51,192,-63,373,127,308,441
이자발생부채,766,642,862,591,540,,
영업이익률,7.48,6.03,3.12,1.31,6.83,9.35,9.97
순이익률,6.68,3.82,1.63,1.01,5.37,7.43,7.92
ROE(%),9.48,6.28,2.75,1.51,10.38,15.59,15.36
ROA(%),5.29,3.53,1.59,0.91,6.33,9.45,9.59
부채비율,81.89,72.78,71.37,60.36,67.35,63.62,57.11
자본유보율,402.38,419.26,420.00,421.65,479.98,,
EPS(원),460,324,143,79,572,955,"1,061"
PER(배),17.03,17.34,31.33,57.00,22.73,15.02,13.53
BPS(원),"5,114","5,189","5,200","5,217","5,803","6,450","7,361"
PBR(배),1.53,1.08,0.86,0.86,2.24,2.22,1.95
현금DPS(원),120,120,70,0,145,150,150
현금배당수익률,1.53,2.14,1.56,0.00,1.12,1.05,1.05
현금배당성향(%),26.06,37.09,48.95,0.00,25.35,15.70,14.14
발행주식수(보통주),"38,000,000","38,000,000","38,000,000","38,000,000","38,000,000",,
